rank,labels,hexes,sigma0,sigma2,sigma4,sigma8,sigma16,p99_sigma2,rank_key
1091,Blue|Dark Grey|Magenta|Yellow,#003776|#485259|#F24574|#FFE800,42.8850,37.8094,36.6959,36.0328,35.3246,92.4510,36.9211
1092,Purple|Olive Green|Tan|Lime Green,#6C47B2|#948902|#A79E82|#D5D701,43.7218,38.3423,36.9558,35.5227,33.3233,94.9697,36.9325
1093,Blue|Polymaker Teal|Magenta|Yellow,#003776|#4CC0C7|#F24574|#FFE800,42.9296,37.8814,36.7720,35.9911,35.1092,91.9576,36.9363
1094,Purple|Olive Green|Tan|Yellow,#6C47B2|#948902|#A79E82|#FFE800,43.4139,38.2896,36.9367,35.5894,33.3902,94.0468,36.9395
1095,Dark Olive Drab|Purple|Tan|White,#575B54|#6C47B2|#A79E82|#EBF7FF,42.0483,38.4424,37.2057,35.4406,32.1420,92.3052,36.9415
1096,Azure Blue|Dark Olive Drab|Purple|Magenta,#0066D9|#575B54|#6C47B2|#F24574,43.2960,38.3942,36.8712,35.5035,33.5670,105.5482,36.9488
1097,Blue|Olive Green|Magenta|Yellow,#003776|#948902|#F24574|#FFE800,43.0088,37.8597,36.7390,36.0398,35.2721,92.2880,36.9498
1098,Blue|Dark Olive Drab|Magenta|Yellow,#003776|#575B54|#F24574|#FFE800,42.8712,37.8065,36.7177,36.0975,35.4342,92.4576,36.9520
1099,Purple|Grey|Cold White|Pink,#6C47B2|#8C9099|#D9DFE5|#F1A1AF,39.4100,38.1427,37.3040,35.7746,32.7894,93.0254,36.9586
1100,Azure Blue|Olive Green|Lime Green|Magenta,#0066D9|#948902|#D5D701|#F24574,42.9293,38.3243,36.9991,35.6115,33.5977,74.7177,36.9679
1101,Blue|Brown|Magenta|Yellow,#003776|#55331A|#F24574|#FFE800,43.1265,37.9159,36.7565,36.0272,35.2759,92.2612,36.9716
1102,Purple|Grey|Tan|Pink,#6C47B2|#8C9099|#A79E82|#F1A1AF,39.2130,38.0467,37.3257,35.9101,32.9102,85.8778,36.9784
1103,Blue|Black|Magenta|Yellow,#003776|#080A0D|#F24574|#FFE800,43.1300,37.7898,36.7268,36.1948,35.6199,92.4337,36.9923
1104,Purple|Tan|Cold White|Pink,#6C47B2|#A79E82|#D9DFE5|#F1A1AF,39.2156,38.0654,37.3475,35.9280,32.9205,85.8845,36.9967
1105,Blue|Cold White|Magenta|Yellow,#003776|#D9DFE5|#F24574|#FFE800,43.1126,37.9383,36.7889,36.0690,35.2998,92.2596,37.0037
1106,Azure Blue|Black|Olive Green|Orange,#0066D9|#080A0D|#948902|#F67405,43.4324,38.2661,37.0571,35.7443,33.5945,60.3649,37.0052
1107,Blue|Azure Blue|Purple|Pink,#003776|#0066D9|#6C47B2|#F1A1AF,39.9324,38.3797,37.3392,35.6369,32.6145,96.3708,37.0083
1108,Blue|Grey|Magenta|Yellow,#003776|#8C9099|#F24574|#FFE800,43.1421,37.9941,36.8335,36.0325,35.1524,92.2131,37.0133
1109,Blue|Lime Green|White|Magenta,#003776|#D5D701|#EBF7FF|#F24574,43.0656,38.0239,36.8959,36.0268,34.9834,85.6521,37.0254
1110,Azure Blue|Dark Grey|Purple|Pink,#0066D9|#485259|#6C47B2|#F1A1AF,41.2877,38.5001,37.2809,35.5582,32.5117,92.0831,37.0291
1111,Blue|Lime Green|Red|Magenta,#003776|#D5D701|#E72F1D|#F24574,43.3666,37.9873,36.7631,36.0815,35.7150,95.1452,37.0344
1112,Blue|Tan|Magenta|Yellow,#003776|#A79E82|#F24574|#FFE800,43.1116,37.9979,36.8491,36.0817,35.2365,92.2768,37.0398
1113,Blue|Pink|Magenta|Yellow,#003776|#F1A1AF|#F24574|#FFE800,43.1688,38.0021,36.8458,36.0833,35.2479,92.2563,37.0427
1114,Blue|Purple|Olive Green|Tan,#003776|#6C47B2|#948902|#A79E82,43.8392,38.5003,37.1388,35.5932,32.8309,90.0676,37.0467
1115,Blue|Azure Blue|Dark Grey|Magenta,#003776|#0066D9|#485259|#F24574,42.9447,38.4728,37.0106,35.6365,33.6743,110.8706,37.0546
1116,Purple|Olive Green|Pink|Yellow,#6C47B2|#948902|#F1A1AF|#FFE800,43.4087,38.3758,37.0633,35.7650,33.6098,90.7824,37.0704
1117,Azure Blue|Black|Purple|Grey,#0066D9|#080A0D|#6C47B2|#8C9099,47.0817,38.8265,37.1960,35.3146,32.4282,124.3713,37.0706
1118,Blue|Lime Green|Red|Yellow,#003776|#D5D701|#E72F1D|#FFE800,43.5628,38.0954,36.7982,36.0532,35.7805,94.2884,37.0743
1119,Azure Blue|Dark Grey|Tan|Magenta,#0066D9|#485259|#A79E82|#F24574,43.1820,38.5393,37.0776,35.6354,33.3965,97.1397,37.0874
1120,Blue|Dark Grey|Red|Yellow,#003776|#485259|#E72F1D|#FFE800,43.4371,38.0783,36.7999,36.1047,35.9290,94.5118,37.0915
1121,Blue|Polymaker Teal|Red|Yellow,#003776|#4CC0C7|#E72F1D|#FFE800,43.5034,38.1635,36.8758,36.0293,35.4887,94.3175,37.0964
1122,Azure Blue|Lime Green|Pink|Magenta,#0066D9|#D5D701|#F1A1AF|#F24574,40.5484,38.1188,37.2359,36.0786,34.1627,62.4870,37.0987
1123,Blue|Dark Olive Drab|Red|Yellow,#003776|#575B54|#E72F1D|#FFE800,43.4219,38.0681,36.8065,36.1507,36.0215,94.5126,37.1094
1124,Azure Blue|Black|Dark Olive Drab|Purple,#0066D9|#080A0D|#575B54|#6C47B2,46.3743,38.7210,37.2449,35.5009,32.7719,123.5726,37.1110
1125,Polymaker Teal|Purple|Olive Green|Tan,#4CC0C7|#6C47B2|#948902|#A79E82,43.8794,38.5169,37.2060,35.7336,33.0632,90.3220,37.1252
1126,Blue|Olive Green|Red|Yellow,#003776|#948902|#E72F1D|#FFE800,43.5682,38.1447,36.8495,36.1094,35.8553,94.5582,37.1271
1127,Blue|White|Magenta|Yellow,#003776|#EBF7FF|#F24574|#FFE800,43.2007,38.1056,36.9759,36.1831,35.2443,90.6032,37.1443
1128,Purple|Olive Green|White|Yellow,#6C47B2|#948902|#EBF7FF|#FFE800,43.5653,38.4537,37.1604,35.8402,33.5910,94.6301,37.1469
1129,Azure Blue|Polymaker Teal|Brown|Purple,#0066D9|#4CC0C7|#55331A|#6C47B2,46.5657,38.7413,37.1764,35.5571,33.0903,119.8063,37.1492
1130,Azure Blue|Purple|Lime Green|Cold White,#0066D9|#6C47B2|#D5D701|#D9DFE5,38.8104,38.0935,37.4672,36.2181,33.9162,91.6210,37.1558
1131,Purple|Tan|White|Pink,#6C47B2|#A79E82|#EBF7FF|#F1A1AF,39.4402,38.2417,37.5015,36.0707,33.0804,85.1282,37.1562
1132,Blue|Grey|Red|Yellow,#003776|#8C9099|#E72F1D|#FFE800,43.6943,38.2588,36.9277,36.0804,35.6685,94.2670,37.1696
1133,Blue|Brown|Red|Yellow,#003776|#55331A|#E72F1D|#FFE800,43.6763,38.2142,36.8899,36.1253,35.8492,94.3941,37.1697
1134,Blue|Cold White|Red|Yellow,#003776|#D9DFE5|#E72F1D|#FFE800,43.6753,38.2159,36.8922,36.1283,35.8525,94.3992,37.1721
1135,Dark Grey|Purple|Olive Green|Tan,#485259|#6C47B2|#948902|#A79E82,43.9326,38.6082,37.2605,35.7371,32.9905,90.3220,37.1727
1136,Blue|Tan|Red|Yellow,#003776|#A79E82|#E72F1D|#FFE800,43.6669,38.2522,36.9327,36.1202,35.7472,94.2652,37.1862
1137,Dark Olive Drab|Purple|Olive Green|Tan,#575B54|#6C47B2|#948902|#A79E82,43.9052,38.6195,37.2799,35.7540,32.9935,90.3220,37.1868
1138,Azure Blue|Brown|Dark Olive Drab|Magenta,#0066D9|#55331A|#575B54|#F24574,46.2047,38.8078,37.0386,35.5779,33.5947,107.6369,37.1929
1139,Blue|Red|Pink|Yellow,#003776|#E72F1D|#F1A1AF|#FFE800,43.7288,38.2746,36.9430,36.1354,35.7862,94.3936,37.2050
1140,Purple|Grey|Olive Green|Tan,#6C47B2|#8C9099|#948902|#A79E82,43.9125,38.6398,37.3053,35.7941,33.0394,90.3220,37.2170
1141,Purple|Olive Green|Tan|Cold White,#6C47B2|#948902|#A79E82|#D9DFE5,43.8972,38.6486,37.3231,35.8124,33.0537,90.3220,37.2305
1142,Polymaker Teal|Dark Olive Drab|Purple|White,#4CC0C7|#575B54|#6C47B2|#EBF7FF,42.8926,38.7953,37.4623,35.6678,32.4194,95.7009,37.2315
1143,Blue|Black|Red|Yellow,#003776|#080A0D|#E72F1D|#FFE800,43.6519,38.1111,36.9025,36.3788,36.3806,94.7069,37.2450
1144,Azure Blue|Brown|Cold White|Magenta,#0066D9|#55331A|#D9DFE5|#F24574,46.2504,38.9192,37.1161,35.5820,33.5182,109.1475,37.2506
1145,Azure Blue|Purple|White|Pink,#0066D9|#6C47B2|#EBF7FF|#F1A1AF,39.6963,38.3816,37.5571,36.1207,33.3678,92.7224,37.2512
1146,Azure Blue|Black|Polymaker Teal|Orange,#0066D9|#080A0D|#4CC0C7|#F67405,43.7972,38.6055,37.3481,35.9087,33.6108,67.1945,37.2571
1147,Azure Blue|Green|Dark Grey|Orange,#0066D9|#06924D|#485259|#F67405,40.5599,38.1202,37.4088,36.3969,34.3353,60.5770,37.2585
1148,Azure Blue|Lime Green|White|Magenta,#0066D9|#D5D701|#EBF7FF|#F24574,40.6261,38.2559,37.4024,36.2745,34.3917,62.7730,37.2652
1149,Azure Blue|Brown|Olive Green|Orange,#0066D9|#55331A|#948902|#F67405,43.3213,38.5292,37.3427,36.0169,33.8225,58.2001,37.2730
1150,Blue|Dark Olive Drab|Purple|White,#003776|#575B54|#6C47B2|#EBF7FF,42.9458,38.8684,37.5201,35.6832,32.3551,95.8276,37.2758
1151,Dark Grey|Dark Olive Drab|Purple|White,#485259|#575B54|#6C47B2|#EBF7FF,42.9462,38.8737,37.5270,35.6909,32.3632,95.8276,37.2823
1152,Dark Olive Drab|Purple|Cold White|White,#575B54|#6C47B2|#D9DFE5|#EBF7FF,42.9419,38.8746,37.5284,35.6921,32.3632,95.8276,37.2834
1153,Dark Olive Drab|Purple|Grey|White,#575B54|#6C47B2|#8C9099|#EBF7FF,42.9420,38.8747,37.5286,35.6922,32.3634,95.8276,37.2835
1154,Blue|Purple|Grey|Cold White,#003776|#6C47B2|#8C9099|#D9DFE5,39.7286,38.6353,37.7038,35.9380,32.5824,93.0074,37.2866
1155,Azure Blue|Lime Green|Cold White|Magenta,#0066D9|#D5D701|#D9DFE5|#F24574,40.6619,38.2900,37.4287,36.2834,34.3661,62.7782,37.2867
1156,Azure Blue|Dark Grey|Purple|White,#0066D9|#485259|#6C47B2|#EBF7FF,42.1177,38.8424,37.5774,35.7586,32.6298,97.2214,37.3005
1157,Azure Blue|Dark Olive Drab|White|Magenta,#0066D9|#575B54|#EBF7FF|#F24574,43.3321,38.7435,37.3194,35.8598,33.6044,93.4580,37.3016
1158,Blue|Red|White|Yellow,#003776|#E72F1D|#EBF7FF|#FFE800,43.7841,38.3979,37.0855,36.2263,35.6924,94.0371,37.3121
1159,Azure Blue|Black|Tan|Orange,#0066D9|#080A0D|#A79E82|#F67405,43.8613,38.6589,37.4006,35.9705,33.6688,67.5363,37.3147
1160,Azure Blue|Purple|Cold White|Yellow,#0066D9|#6C47B2|#D9DFE5|#FFE800,38.9896,38.2351,37.6160,36.3995,33.9888,89.8214,37.3173
1161,Blue|Dark Grey|Lime Green|Red,#003776|#485259|#D5D701|#E72F1D,43.7215,38.3201,37.0615,36.3187,35.8761,94.8453,37.3194
1162,Blue|Polymaker Teal|Lime Green|Red,#003776|#4CC0C7|#D5D701|#E72F1D,43.7058,38.3899,37.1295,36.2516,35.5195,94.6655,37.3208
1163,Blue|Dark Olive Drab|Lime Green|Red,#003776|#575B54|#D5D701|#E72F1D,43.7436,38.3258,37.0635,36.3288,35.9209,94.8356,37.3273
1164,Blue|Grey|Lime Green|Red,#003776|#8C9099|#D5D701|#E72F1D,43.8031,38.3571,37.0744,36.2987,35.8179,94.8767,37.3279
1165,Azure Blue|Dark Grey|Brown|Magenta,#0066D9|#485259|#55331A|#F24574,46.2456,38.9663,37.1946,35.7020,33.7006,108.9555,37.3342
1166,Blue|Polymaker Teal|Purple|Grey,#003776|#4CC0C7|#6C47B2|#8C9099,39.6093,38.5533,37.7123,36.1185,33.1582,94.0219,37.3359
1167,Azure Blue|Black|Dark Olive Drab|Orange,#0066D9|#080A0D|#575B54|#F67405,43.7295,38.6841,37.4182,35.9971,33.7253,67.4114,37.3406
1168,Azure Blue|Brown|Grey|Magenta,#0066D9|#55331A|#8C9099|#F24574,46.4231,39.0112,37.2015,35.6884,33.6559,109.4782,37.3498
1169,Blue|Olive Green|Lime Green|Red,#003776|#948902|#D5D701|#E72F1D,43.7806,38.3586,37.0912,36.3518,35.9293,95.1578,37.3552
1170,Blue|Lime Green|Cold White|Red,#003776|#D5D701|#D9DFE5|#E72F1D,43.7975,38.3748,37.1038,36.3558,35.9338,95.1100,37.3653
1171,Azure Blue|Green|Purple|Pink,#0066D9|#06924D|#6C47B2|#F1A1AF,39.5078,38.1904,37.6382,36.5423,34.0577,81.8913,37.3663
1172,Blue|Brown|Lime Green|Red,#003776|#55331A|#D5D701|#E72F1D,43.7992,38.3789,37.1096,36.3630,35.9438,95.1790,37.3709
1173,Blue|Tan|Lime Green|Red,#003776|#A79E82|#D5D701|#E72F1D,43.8152,38.4152,37.1396,36.3332,35.7881,94.9364,37.3742
1174,Blue|Lime Green|Red|Pink,#003776|#D5D701|#E72F1D|#F1A1AF,43.8122,38.4022,37.1340,36.3789,35.9338,95.1717,37.3906
1175,Black|Purple|Olive Green|White,#080A0D|#6C47B2|#948902|#EBF7FF,44.8373,38.8293,37.4875,35.9579,33.1842,92.6008,37.3936
1176,Blue|Black|Lime Green|Red,#003776|#080A0D|#D5D701|#E72F1D,43.8208,38.2982,37.1158,36.5756,36.3416,95.3725,37.4369
1177,Polymaker Teal|Purple|Grey|Cold White,#4CC0C7|#6C47B2|#8C9099|#D9DFE5,39.6097,38.6451,37.8223,36.2433,33.2696,92.6770,37.4442
1178,Azure Blue|Polymaker Teal|Purple|White,#0066D9|#4CC0C7|#6C47B2|#EBF7FF,39.0847,38.4471,37.8284,36.4614,33.7893,98.1427,37.4542
1179,Blue|Lime Green|Red|White,#003776|#D5D701|#E72F1D|#EBF7FF,43.9354,38.5652,37.2690,36.3783,35.6613,94.2947,37.4718
1180,Blue|Azure Blue|Polymaker Teal|Purple,#003776|#0066D9|#4CC0C7|#6C47B2,39.9045,38.6794,37.8513,36.2673,33.4819,114.9327,37.4733
1181,Green|Purple|Olive Green|White,#06924D|#6C47B2|#948902|#EBF7FF,43.3599,38.5662,37.5470,36.3848,34.0434,93.0004,37.4755
1182,Purple|Olive Green|Lime Green|White,#6C47B2|#948902|#D5D701|#EBF7FF,44.1665,38.8653,37.5096,36.1049,33.8754,95.9186,37.4851
1183,Green|Purple|Olive Green|Pink,#06924D|#6C47B2|#948902|#F1A1AF,42.7562,38.5142,37.5987,36.4585,34.0341,82.2607,37.4863
1184,Azure Blue|Black|White|Orange,#0066D9|#080A0D|#EBF7FF|#F67405,44.1761,38.8989,37.5831,36.0966,33.7504,70.0613,37.4977
1185,Blue|Green|Purple|White,#003776|#06924D|#6C47B2|#EBF7FF,39.5337,38.3603,37.8088,36.6356,34.0209,99.2890,37.4979
1186,Purple|Olive Green|Lime Green|Pink,#6C47B2|#948902|#D5D701|#F1A1AF,43.7782,38.8152,37.5366,36.1899,33.9794,89.7806,37.5026
1187,Blue|Azure Blue|Dark Olive Drab|Magenta,#003776|#0066D9|#575B54|#F24574,43.4706,38.8979,37.4537,36.1158,34.1471,105.5403,37.5068
1188,Azure Blue|Green|Cold White|Orange,#0066D9|#06924D|#D9DFE5|#F67405,40.2826,38.3073,37.6812,36.7079,34.6693,61.3703,37.5076
1189,Azure Blue|Green|White|Orange,#0066D9|#06924D|#EBF7FF|#F67405,40.2923,38.3183,37.6905,36.7155,34.6747,61.3703,37.5169
1190,Azure Blue|Green|Pink|Orange,#0066D9|#06924D|#F1A1AF|#F67405,40.2902,38.3169,37.6914,36.7181,34.6793,61.3701,37.5175
1191,Azure Blue|Green|Grey|Orange,#0066D9|#06924D|#8C9099|#F67405,40.2867,38.3164,37.6915,36.7191,34.6808,61.3661,37.5178
1192,Azure Blue|Green|Polymaker Teal|Orange,#0066D9|#06924D|#4CC0C7|#F67405,40.2868,38.3218,37.6988,36.7228,34.6746,61.3703,37.5223
1193,Azure Blue|Cold White|Magenta|Yellow,#0066D9|#D9DFE5|#F24574|#FFE800,40.5073,38.3989,37.6601,36.6666,34.8968,67.0564,37.5327
1194,Blue|Azure Blue|Polymaker Teal|Orange,#003776|#0066D9|#4CC0C7|#F67405,41.1420,38.7117,37.7321,36.3644,34.0539,67.3967,37.5380
1195,Azure Blue|Black|Dark Grey|Orange,#0066D9|#080A0D|#485259|#F67405,44.0834,38.9402,37.6250,36.1564,33.8538,71.2723,37.5483
1196,Azure Blue|Green|Tan|Orange,#0066D9|#06924D|#A79E82|#F67405,40.3152,38.3521,37.7315,36.7620,34.7240,61.3697,37.5571
1197,Azure Blue|Polymaker Teal|Lime Green|Magenta,#0066D9|#4CC0C7|#D5D701|#F24574,40.6829,38.4488,37.7046,36.7185,35.0151,62.3571,37.5837
1198,Azure Blue|Black|Grey|Orange,#0066D9|#080A0D|#8C9099|#F67405,44.2163,38.9869,37.6619,36.1857,33.8775,71.8778,37.5863
1199,Azure Blue|Black|Cold White|Orange,#0066D9|#080A0D|#D9DFE5|#F67405,44.2904,39.0138,37.6773,36.1682,33.8276,72.4165,37.5910
1200,Azure Blue|Dark Grey|Olive Green|Magenta,#0066D9|#485259|#948902|#F24574,44.1804,39.0232,37.6154,36.1863,33.8725,75.8465,37.6048
1201,Azure Blue|Black|Polymaker Teal|Purple,#0066D9|#080A0D|#4CC0C7|#6C47B2,47.3685,39.2538,37.7296,36.0366,33.4400,120.7995,37.6452
1202,Blue|Azure Blue|Purple|Tan,#003776|#0066D9|#6C47B2|#A79E82,40.0740,38.9239,38.0485,36.4112,33.2874,87.3804,37.6675
1203,Azure Blue|Polymaker Teal|Purple|Tan,#0066D9|#4CC0C7|#6C47B2|#A79E82,39.9971,38.8778,38.0454,36.4939,33.5631,86.9222,37.6858
1204,Azure Blue|Purple|Grey|Tan,#0066D9|#6C47B2|#8C9099|#A79E82,40.0678,38.9403,38.0690,36.4319,33.3007,87.3797,37.6861
1205,Blue|Azure Blue|Tan|Orange,#003776|#0066D9|#A79E82|#F67405,41.3352,38.8777,37.8728,36.5148,34.2353,67.5342,37.6963
1206,Blue|Green|Olive Green|Magenta,#003776|#06924D|#948902|#F24574,43.2037,38.4659,37.6716,36.9541,35.1870,82.2829,37.7100
1207,Azure Blue|Green|Dark Olive Drab|Orange,#0066D9|#06924D|#575B54|#F67405,41.1930,38.6047,37.8672,36.8496,34.7896,61.3116,37.7272
1208,Green|Purple|Grey|White,#06924D|#6C47B2|#8C9099|#EBF7FF,39.4144,38.5700,38.0822,36.9380,34.3370,98.6584,37.7540
1209,Azure Blue|Dark Grey|White|Magenta,#0066D9|#485259|#EBF7FF|#F24574,43.8121,39.2178,37.7542,36.2969,34.0796,100.2506,37.7573
1210,Azure Blue|Dark Olive Drab|Olive Green|Magenta,#0066D9|#575B54|#948902|#F24574,44.4675,39.2059,37.7656,36.3144,34.0037,75.4781,37.7602
1211,Azure Blue|Green|Dark Olive Drab|Purple,#0066D9|#06924D|#575B54|#6C47B2,42.3159,38.7648,37.8639,36.7715,34.6789,107.1266,37.7682
1212,Azure Blue|Brown|Purple|Grey,#0066D9|#55331A|#6C47B2|#8C9099,47.0416,39.4138,37.8317,36.1708,33.6439,125.4952,37.7923
1213,Azure Blue|Black|Pink|Orange,#0066D9|#080A0D|#F1A1AF|#F67405,44.4589,39.2528,37.8792,36.3464,34.0024,77.7764,37.7996
1214,Green|Polymaker Teal|Purple|White,#06924D|#4CC0C7|#6C47B2|#EBF7FF,39.8092,38.6798,38.1151,36.9330,34.3106,99.4539,37.8064
1215,Azure Blue|Purple|Tan|Cold White,#0066D9|#6C47B2|#A79E82|#D9DFE5,40.1367,39.0486,38.1922,36.5656,33.4424,87.5960,37.8071
1216,Blue|Azure Blue|Black|Orange,#003776|#0066D9|#080A0D|#F67405,44.3675,39.2626,37.8917,36.3582,34.0183,77.7114,37.8104
1217,Blue|Purple|Tan|White,#003776|#6C47B2|#A79E82|#EBF7FF,40.1103,39.0263,38.2083,36.6066,33.3670,92.9837,37.8164
1218,Polymaker Teal|Purple|Tan|White,#4CC0C7|#6C47B2|#A79E82|#EBF7FF,39.9593,38.9748,38.2128,36.6925,33.5927,92.5273,37.8337
1219,Blue|Azure Blue|Grey|Orange,#003776|#0066D9|#8C9099|#F67405,41.6018,39.1184,38.0593,36.6437,34.3417,72.1234,37.8810
1220,Green|Purple|Cold White|White,#06924D|#6C47B2|#D9DFE5|#EBF7FF,39.8184,38.7432,38.1956,37.0226,34.4022,99.4538,37.8829
1221,Purple|Grey|Tan|White,#6C47B2|#8C9099|#A79E82|#EBF7FF,40.0406,39.0549,38.2761,36.7127,33.5130,92.7059,37.8838
1222,Purple|Tan|Cold White|White,#6C47B2|#A79E82|#D9DFE5|#EBF7FF,40.0256,39.0547,38.2858,36.7306,33.5343,92.6558,37.8927
1223,Azure Blue|Brown|Dark Olive Drab|Purple,#0066D9|#55331A|#575B54|#6C47B2,47.0570,39.4905,37.9416,36.3124,33.8138,127.2470,37.9015
1224,Azure Blue|Dark Grey|Polymaker Teal|Magenta,#0066D9|#485259|#4CC0C7|#F24574,44.0648,39.4135,37.9201,36.4267,34.2077,105.7135,37.9201
1225,Azure Blue|Dark Grey|Purple|Cold White,#0066D9|#485259|#6C47B2|#D9DFE5,43.0658,39.5891,38.1980,36.2665,33.0712,107.9028,37.9278
1226,Azure Blue|Brown|Purple|Cold White,#0066D9|#55331A|#6C47B2|#D9DFE5,47.1811,39.6011,38.0059,36.3046,33.7269,126.9221,37.9529
1227,Azure Blue|Green|Purple|White,#0066D9|#06924D|#6C47B2|#EBF7FF,40.0085,38.8040,38.2342,37.1249,34.7909,99.8613,37.9644
1228,Azure Blue|Dark Grey|Brown|Purple,#0066D9|#485259|#55331A|#6C47B2,47.1426,39.5888,38.0335,36.3987,33.9086,127.3127,37.9938
1229,Azure Blue|Black|Brown|Purple,#0066D9|#080A0D|#55331A|#6C47B2,47.1778,39.6466,38.0847,36.4396,33.9446,127.3171,38.0431
1230,Blue|Azure Blue|Brown|Purple,#003776|#0066D9|#55331A|#6C47B2,47.1785,39.6481,38.0857,36.4400,33.9443,127.3171,38.0441
1231,Blue|Azure Blue|White|Orange,#003776|#0066D9|#EBF7FF|#F67405,41.8595,39.3015,38.2468,36.8195,34.4668,75.1589,38.0605
1232,Azure Blue|Dark Grey|Pink|Magenta,#0066D9|#485259|#F1A1AF|#F24574,44.1192,39.5356,38.0428,36.6202,34.5485,104.4356,38.0779
1233,Blue|Azure Blue|Cold White|Orange,#003776|#0066D9|#D9DFE5|#F67405,41.8056,39.2979,38.2724,36.8767,34.5671,74.9003,38.0873
1234,Azure Blue|Dark Olive Drab|Purple|Pink,#0066D9|#575B54|#6C47B2|#F1A1AF,43.0978,39.6038,38.3074,36.6092,33.5815,90.6309,38.1065
1235,Azure Blue|Dark Grey|Cold White|Magenta,#0066D9|#485259|#D9DFE5|#F24574,44.3550,39.6369,38.0813,36.5946,34.4852,106.2025,38.1158
1236,Azure Blue|Polymaker Teal|Brown|Orange,#0066D9|#4CC0C7|#55331A|#F67405,44.2725,39.4476,38.2231,36.7945,34.4694,67.3127,38.1210
1237,Azure Blue|Brown|Dark Olive Drab|Orange,#0066D9|#55331A|#575B54|#F67405,44.2555,39.4790,38.2205,36.8132,34.5531,67.5711,38.1461
1238,Polymaker Teal|Purple|Olive Green|White,#4CC0C7|#6C47B2|#948902|#EBF7FF,44.6081,39.5176,38.2726,36.8037,34.0794,93.0004,38.1607
1239,Azure Blue|Black|Brown|Orange,#0066D9|#080A0D|#55331A|#F67405,44.8544,39.6088,38.2312,36.7139,34.3869,77.4209,38.1613
1240,Blue|Purple|Olive Green|White,#003776|#6C47B2|#948902|#EBF7FF,44.7091,39.5778,38.2871,36.7693,33.9780,93.0078,38.1736
1241,Dark Grey|Purple|Olive Green|White,#485259|#6C47B2|#948902|#EBF7FF,44.6772,39.5727,38.2929,36.7782,33.9955,93.0004,38.1755
1242,Azure Blue|Brown|Tan|Orange,#0066D9|#55331A|#A79E82|#F67405,44.2991,39.5052,38.2769,36.8609,34.5501,67.2827,38.1830
1243,Dark Olive Drab|Purple|Olive Green|White,#575B54|#6C47B2|#948902|#EBF7FF,44.6636,39.5865,38.3064,36.7912,34.0044,93.0004,38.1889
1244,Polymaker Teal|Purple|Olive Green|Pink,#4CC0C7|#6C47B2|#948902|#F1A1AF,44.0556,39.4883,38.3472,36.9302,34.1900,82.2406,38.2093
1245,Purple|Olive Green|Cold White|White,#6C47B2|#948902|#D9DFE5|#EBF7FF,44.6284,39.6013,38.3497,36.8521,34.0651,93.0004,38.2267
1246,Purple|Olive Green|Tan|White,#6C47B2|#948902|#A79E82|#EBF7FF,44.6265,39.6026,38.3511,36.8520,34.0631,93.0004,38.2273
1247,Purple|Grey|Olive Green|White,#6C47B2|#8C9099|#948902|#EBF7FF,44.6313,39.6097,38.3561,36.8509,34.0565,93.0004,38.2303
1248,Blue|Polymaker Teal|Olive Green|Magenta,#003776|#4CC0C7|#948902|#F24574,44.4835,39.2729,38.2038,37.2046,35.2245,82.4492,38.2388
1249,Purple|Olive Green|White|Pink,#6C47B2|#948902|#EBF7FF|#F1A1AF,43.9698,39.5213,38.3960,36.9773,34.2308,82.2185,38.2493
1250,Blue|Azure Blue|Green|Purple,#003776|#0066D9|#06924D|#6C47B2,40.4092,39.1389,38.5120,37.3952,35.1324,113.8298,38.2671
1251,Dark Grey|Purple|Olive Green|Pink,#485259|#6C47B2|#948902|#F1A1AF,44.0979,39.5935,38.4208,36.9575,34.1608,82.0328,38.2755
1252,Blue|Purple|Olive Green|Pink,#003776|#6C47B2|#948902|#F1A1AF,44.1801,39.6118,38.4196,36.9475,34.1476,82.1215,38.2797
1253,Purple|Olive Green|Tan|Pink,#6C47B2|#948902|#A79E82|#F1A1AF,44.0165,39.5800,38.4383,36.9982,34.2200,82.2472,38.2891
1254,Azure Blue|Green|Polymaker Teal|Purple,#0066D9|#06924D|#4CC0C7|#6C47B2,40.4557,39.1913,38.5436,37.4059,35.1377,113.9044,38.2986
1255,Azure Blue|Olive Green|Cold White|Magenta,#0066D9|#948902|#D9DFE5|#F24574,44.5834,39.7278,38.3589,36.8771,34.4862,76.6199,38.3024
1256,Dark Olive Drab|Purple|Olive Green|Pink,#575B54|#6C47B2|#948902|#F1A1AF,44.1500,39.6413,38.4572,36.9904,34.1930,82.2055,38.3159
1257,Azure Blue|Dark Grey|Brown|Orange,#0066D9|#485259|#55331A|#F67405,44.5410,39.7076,38.4083,36.9584,34.6718,70.4861,38.3330
1258,Azure Blue|Dark Olive Drab|Purple|White,#0066D9|#575B54|#6C47B2|#EBF7FF,43.9428,39.9435,38.5720,36.7363,33.5947,95.8754,38.3399
1259,Purple|Grey|Olive Green|Pink,#6C47B2|#8C9099|#948902|#F1A1AF,44.1147,39.6608,38.4969,37.0351,34.2296,82.2478,38.3480
1260,Blue|Azure Blue|Dark Grey|Orange,#003776|#0066D9|#485259|#F67405,42.3608,39.6191,38.4921,37.0778,34.7908,70.5642,38.3484
