rank,labels,hexes,sigma0,sigma2,sigma4,sigma8,sigma16,p99_sigma2,rank_key
1,Dark Grey|Brown|Tan|Red,#485259|#55331A|#A79E82|#E72F1D,15.2072,6.6484,4.7861,3.6674,3.1518,24.8966,5.1579
2,Brown|Dark Olive Drab|Tan|Red,#55331A|#575B54|#A79E82|#E72F1D,14.5843,6.5788,4.8073,3.7452,3.1962,25.0141,5.1620
3,Brown|Dark Olive Drab|Tan|Orange,#55331A|#575B54|#A79E82|#F67405,13.5769,6.2929,4.8766,4.0899,3.6908,26.4703,5.1914
4,Dark Grey|Brown|Tan|Orange,#485259|#55331A|#A79E82|#F67405,14.4321,6.4062,4.8374,4.0027,3.6272,26.4761,5.2045
5,Brown|Tan|White|Orange,#55331A|#A79E82|#EBF7FF|#F67405,15.2430,6.7262,4.8682,3.6960,2.9718,18.4648,5.2111
6,Black|Dark Olive Drab|Tan|Orange,#080A0D|#575B54|#A79E82|#F67405,15.3569,6.6064,5.0427,4.2010,3.7743,26.0846,5.4037
7,Brown|Dark Olive Drab|Lime Green|Pink,#55331A|#575B54|#D5D701|#F1A1AF,17.0237,7.2587,4.9616,3.5573,2.8997,21.3095,5.4080
8,Brown|Grey|Tan|Red,#55331A|#8C9099|#A79E82|#E72F1D,15.8384,7.1237,5.1316,3.8660,3.1378,25.2784,5.4949
9,Brown|Grey|Tan|Orange,#55331A|#8C9099|#A79E82|#F67405,15.5007,7.0080,5.1243,3.9889,3.3811,26.5585,5.4984
10,Black|Tan|Red|Yellow,#080A0D|#A79E82|#E72F1D|#FFE800,21.4404,7.5225,5.0213,3.5671,2.8389,24.7744,5.5448
11,Brown|Tan|Pink|Yellow,#55331A|#A79E82|#F1A1AF|#FFE800,15.8645,7.1295,5.1882,3.9898,3.2747,21.4707,5.5596
12,Dark Grey|Brown|Lime Green|Pink,#485259|#55331A|#D5D701|#F1A1AF,18.2880,7.6531,5.0660,3.4706,2.7040,21.5623,5.5619
13,Brown|Tan|Lime Green|Pink,#55331A|#A79E82|#D5D701|#F1A1AF,15.9511,7.2219,5.2720,4.0355,3.2111,21.0800,5.6287
14,Brown|Tan|Red|White,#55331A|#A79E82|#E72F1D|#EBF7FF,15.6611,7.1137,5.2667,4.1723,3.5527,18.5717,5.6430
15,Black|Tan|Lime Green|Red,#080A0D|#A79E82|#D5D701|#E72F1D,21.7304,7.6830,5.1231,3.6233,2.9004,26.7304,5.6531
16,Brown|Dark Olive Drab|Pink|Yellow,#55331A|#575B54|#F1A1AF|#FFE800,16.7706,7.3603,5.2334,4.0229,3.4811,22.0457,5.6916
17,Black|Olive Green|Tan|Red,#080A0D|#948902|#A79E82|#E72F1D,21.6605,7.7489,5.1844,3.6630,2.8745,25.7373,5.7059
18,Black|Tan|Cold White|Orange,#080A0D|#A79E82|#D9DFE5|#F67405,21.0094,7.4443,5.2016,4.0079,3.4226,21.0764,5.7261
19,Brown|Grey|Lime Green|Pink,#55331A|#8C9099|#D5D701|#F1A1AF,18.5867,7.9469,5.2656,3.5180,2.4829,21.2270,5.7325
20,Black|Tan|White|Orange,#080A0D|#A79E82|#EBF7FF|#F67405,21.3238,7.5218,5.2017,4.0424,3.5669,22.4022,5.7821
21,Blue|Brown|Tan|Red,#003776|#55331A|#A79E82|#E72F1D,16.7570,7.5044,5.4254,4.2101,3.6453,26.0041,5.8572
22,Black|Brown|Tan|Red,#080A0D|#55331A|#A79E82|#E72F1D,16.7554,7.2539,5.4648,4.4789,3.9932,24.9074,5.8664
23,Black|Dark Grey|Tan|Orange,#080A0D|#485259|#A79E82|#F67405,17.3340,7.2432,5.4462,4.5209,4.1247,28.2199,5.8821
24,Brown|Dark Olive Drab|Tan|Magenta,#55331A|#575B54|#A79E82|#F24574,15.3031,7.3144,5.5423,4.4707,3.9389,23.7505,5.8925
25,Black|Tan|Cold White|Red,#080A0D|#A79E82|#D9DFE5|#E72F1D,21.1569,7.7774,5.4064,4.0084,3.2527,20.2533,5.8929
26,Brown|Lime Green|White|Pink,#55331A|#D5D701|#EBF7FF|#F1A1AF,18.5569,7.8979,5.4032,3.9149,3.1397,19.8932,5.9064
27,Azure Blue|Brown|Tan|Red,#0066D9|#55331A|#A79E82|#E72F1D,16.2971,7.5664,5.5213,4.2550,3.6452,26.3677,5.9107
28,Brown|White|Orange|Yellow,#55331A|#EBF7FF|#F67405|#FFE800,18.3110,7.9194,5.4500,3.9071,3.0569,19.4977,5.9133
29,Dark Grey|Brown|Tan|Magenta,#485259|#55331A|#A79E82|#F24574,15.7930,7.3503,5.5521,4.5073,4.0563,23.6383,5.9288
30,Polymaker Teal|Brown|Tan|Red,#4CC0C7|#55331A|#A79E82|#E72F1D,16.3660,7.7093,5.6137,4.2187,3.3304,25.6363,5.9640
31,Dark Grey|Brown|Pink|Yellow,#485259|#55331A|#F1A1AF|#FFE800,17.9348,7.7357,5.4403,4.1961,3.7608,22.0965,5.9659
32,Brown|Grey|Pink|Yellow,#55331A|#8C9099|#F1A1AF|#FFE800,18.1639,7.9465,5.5016,4.0070,3.2278,20.4831,5.9767
33,Black|Tan|Pink|Orange,#080A0D|#A79E82|#F1A1AF|#F67405,21.2060,7.6832,5.4292,4.2728,3.7990,27.4544,5.9780
34,Brown|Lime Green|White|Orange,#55331A|#D5D701|#EBF7FF|#F67405,18.5457,8.0679,5.5248,3.8896,2.9764,19.6444,5.9788
35,Green|Black|Tan|Red,#06924D|#080A0D|#A79E82|#E72F1D,21.5017,7.9709,5.4762,3.9946,3.2209,25.8700,5.9827
36,Black|Tan|Magenta|Yellow,#080A0D|#A79E82|#F24574|#FFE800,22.7459,8.1022,5.4184,3.9136,3.2159,24.8549,6.0079
37,Blue|Black|Tan|Red,#003776|#080A0D|#A79E82|#E72F1D,21.2787,7.9895,5.4975,4.0380,3.3555,25.9177,6.0137
38,Black|Tan|Lime Green|Magenta,#080A0D|#A79E82|#D5D701|#F24574,22.6902,8.1756,5.4554,3.8969,3.1017,25.6500,6.0363
39,Brown|Tan|Lime Green|Magenta,#55331A|#A79E82|#D5D701|#F24574,16.2618,7.6632,5.6828,4.4196,3.7163,25.0101,6.0414
40,Black|Brown|Tan|Orange,#080A0D|#55331A|#A79E82|#F67405,17.0148,7.3345,5.6637,4.7943,4.3895,26.3515,6.0644
41,Black|Grey|Tan|Red,#080A0D|#8C9099|#A79E82|#E72F1D,21.1610,7.9441,5.5439,4.1935,3.6442,25.5335,6.0688
42,Black|Polymaker Teal|Tan|Red,#080A0D|#4CC0C7|#A79E82|#E72F1D,21.3708,8.0475,5.6297,4.1702,3.3774,24.3131,6.1089
43,Brown|Tan|Cold White|Orange,#55331A|#A79E82|#D9DFE5|#F67405,15.3713,7.6143,5.8404,4.6199,3.7559,20.5939,6.1171
44,Black|Tan|Pink|Yellow,#080A0D|#A79E82|#F1A1AF|#FFE800,22.8534,8.0612,5.5675,4.1975,3.5823,22.1696,6.1294
45,Black|Tan|Red|White,#080A0D|#A79E82|#E72F1D|#EBF7FF,21.8638,8.0406,5.5671,4.2308,3.6641,21.5622,6.1357
46,Brown|Tan|White|Magenta,#55331A|#A79E82|#EBF7FF|#F24574,16.1160,7.6080,5.7884,4.6762,4.0226,19.1754,6.1421
47,Black|Grey|Tan|Orange,#080A0D|#8C9099|#A79E82|#F67405,20.1818,7.6988,5.6459,4.5986,4.1356,26.1977,6.1487
48,Black|Dark Olive Drab|Tan|Red,#080A0D|#575B54|#A79E82|#E72F1D,17.7971,7.6929,5.7383,4.6214,4.1540,27.8442,6.1572
49,Brown|Tan|Red|Pink,#55331A|#A79E82|#E72F1D|#F1A1AF,15.5477,7.5307,5.8217,4.7898,4.1195,22.7567,6.1602
50,Blue|Black|Tan|Orange,#003776|#080A0D|#A79E82|#F67405,21.0936,7.9231,5.6194,4.4278,3.9955,29.7104,6.1755
51,Black|Tan|Red|Pink,#080A0D|#A79E82|#E72F1D|#F1A1AF,21.5701,8.0138,5.6671,4.3796,3.8520,23.9200,6.1967
52,Azure Blue|Brown|Tan|Orange,#0066D9|#55331A|#A79E82|#F67405,16.3060,7.7557,5.7874,4.6568,4.1262,28.1190,6.2062
53,Blue|Brown|Tan|Orange,#003776|#55331A|#A79E82|#F67405,16.8482,7.7261,5.7688,4.6870,4.1755,27.7275,6.2066
54,Brown|Dark Olive Drab|Tan|Pink,#55331A|#575B54|#A79E82|#F1A1AF,14.9087,7.3265,5.8727,5.0884,4.7492,22.7990,6.2075
55,Brown|Olive Green|Tan|Pink,#55331A|#948902|#A79E82|#F1A1AF,16.6905,7.8068,5.8610,4.6091,3.7476,23.5570,6.2079
56,Black|Tan|Red|Magenta,#080A0D|#A79E82|#E72F1D|#F24574,21.5938,8.0853,5.6962,4.3310,3.6893,26.4063,6.2082
57,Brown|White|Pink|Yellow,#55331A|#EBF7FF|#F1A1AF|#FFE800,18.4173,8.0483,5.7044,4.3895,3.7382,19.6898,6.2189
58,Brown|Tan|Magenta|Yellow,#55331A|#A79E82|#F24574|#FFE800,16.1951,7.7215,5.8442,4.7265,4.1463,24.4719,6.2240
59,Brown|Tan|Cold White|Red,#55331A|#A79E82|#D9DFE5|#E72F1D,15.5442,7.6431,5.9186,4.8052,4.0194,19.1747,6.2242
60,Black|Tan|Orange|Yellow,#080A0D|#A79E82|#F67405|#FFE800,21.1295,7.8064,5.6986,4.6492,4.2121,26.3869,6.2278
61,Brown|Grey|Tan|Magenta,#55331A|#8C9099|#A79E82|#F24574,16.3959,7.7659,5.8630,4.6952,4.0225,23.9643,6.2306
62,Azure Blue|Black|Tan|Red,#0066D9|#080A0D|#A79E82|#E72F1D,21.4108,8.1687,5.7284,4.2964,3.6625,26.0422,6.2325
63,Dark Grey|Brown|Tan|Pink,#485259|#55331A|#A79E82|#F1A1AF,15.5290,7.4526,5.8678,5.0333,4.7502,22.7988,6.2430
64,Black|Olive Green|Tan|Magenta,#080A0D|#948902|#A79E82|#F24574,23.2147,8.5117,5.7000,4.0178,3.1417,24.7523,6.2647
65,Brown|Tan|Lime Green|Red,#55331A|#A79E82|#D5D701|#E72F1D,15.6893,7.6445,5.9209,4.8878,4.3288,25.6100,6.2662
66,Brown|Tan|Red|Yellow,#55331A|#A79E82|#E72F1D|#FFE800,15.6375,7.6318,5.9247,4.9197,4.3855,24.3986,6.2758
67,Brown|Olive Green|Tan|Magenta,#55331A|#948902|#A79E82|#F24574,16.7411,7.9382,5.9310,4.6355,3.8583,24.0703,6.2868
68,Black|Tan|Magenta|Orange,#080A0D|#A79E82|#F24574|#F67405,21.2663,7.9386,5.7726,4.6623,4.1779,28.1488,6.3004
69,Brown|Tan|White|Pink,#55331A|#A79E82|#EBF7FF|#F1A1AF,15.7721,7.6375,5.9749,4.9834,4.3110,19.5012,6.3105
70,Black|White|Orange|Yellow,#080A0D|#EBF7FF|#F67405|#FFE800,25.9019,8.8310,5.7153,3.7926,2.7819,23.6463,6.3118
71,Black|Brown|Tan|Pink,#080A0D|#55331A|#A79E82|#F1A1AF,16.5510,7.5772,5.9081,5.0503,4.6549,22.7387,6.3138
72,Black|Tan|Lime Green|Orange,#080A0D|#A79E82|#D5D701|#F67405,21.3094,7.8919,5.7760,4.7517,4.3534,27.6601,6.3218
73,Brown|Olive Green|Tan|Red,#55331A|#948902|#A79E82|#E72F1D,15.9247,7.7779,6.0001,4.9026,4.2583,25.2625,6.3402
74,Black|Olive Green|Tan|Orange,#080A0D|#948902|#A79E82|#F67405,21.3321,7.9197,5.8000,4.7759,4.3623,28.1679,6.3478
75,Black|Purple|Tan|Red,#080A0D|#6C47B2|#A79E82|#E72F1D,21.5918,8.3608,5.8684,4.3595,3.6228,28.4260,6.3601
76,Black|Brown|Tan|Magenta,#080A0D|#55331A|#A79E82|#F24574,16.9067,7.7652,5.9706,4.9591,4.4325,23.4967,6.3621
77,Black|Tan|Red|Orange,#080A0D|#A79E82|#E72F1D|#F67405,21.2618,7.9660,5.8455,4.7777,4.3176,28.0877,6.3719
78,Blue|Brown|Tan|Magenta,#003776|#55331A|#A79E82|#F24574,17.0134,7.9549,5.9408,4.8000,4.3088,24.6878,6.3774
79,Brown|Olive Green|White|Orange,#55331A|#948902|#EBF7FF|#F67405,19.6679,8.5659,5.9207,4.2064,3.2082,21.6641,6.3861
80,Polymaker Teal|Brown|Tan|Orange,#4CC0C7|#55331A|#A79E82|#F67405,16.4537,7.9452,5.9909,4.8328,4.1707,25.5537,6.3890
81,Polymaker Teal|Brown|Lime Green|Pink,#4CC0C7|#55331A|#D5D701|#F1A1AF,19.9355,8.9041,5.8752,3.9141,2.9219,23.1572,6.4091
82,Brown|Grey|Lime Green|Red,#55331A|#8C9099|#D5D701|#E72F1D,19.1876,8.5391,5.9336,4.3618,3.5220,24.2540,6.4505
83,Brown|Grey|Orange|Yellow,#55331A|#8C9099|#F67405|#FFE800,17.6504,8.1516,6.0261,4.7586,4.0270,22.9686,6.4551
84,Brown|Purple|Tan|Red,#55331A|#6C47B2|#A79E82|#E72F1D,16.7025,8.2629,6.1061,4.6571,3.8638,30.8964,6.4600
85,Azure Blue|Brown|Tan|Magenta,#0066D9|#55331A|#A79E82|#F24574,16.7561,8.0469,6.0592,4.8950,4.3580,24.4008,6.4709
86,Polymaker Teal|Brown|Tan|Magenta,#4CC0C7|#55331A|#A79E82|#F24574,16.8761,8.1936,6.1067,4.7488,3.8857,24.7217,6.4712
87,Black|Purple|Tan|Orange,#080A0D|#6C47B2|#A79E82|#F67405,21.3129,8.3621,5.9951,4.5824,3.9075,31.2242,6.4722
88,Brown|Grey|Tan|Pink,#55331A|#8C9099|#A79E82|#F1A1AF,16.1219,7.8406,6.1361,5.1194,4.5261,23.2881,6.4800
89,Black|Dark Grey|Tan|Red,#080A0D|#485259|#A79E82|#E72F1D,19.6892,8.1370,5.9994,4.8271,4.3704,27.6169,6.4820
90,Dark Olive Drab|Tan|Lime Green|Red,#575B54|#A79E82|#D5D701|#E72F1D,15.9694,8.0731,6.2015,4.8934,4.0417,27.6549,6.4832
91,Brown|Grey|Lime Green|Magenta,#55331A|#8C9099|#D5D701|#F24574,19.8304,8.7394,5.9360,4.2355,3.3633,23.5370,6.4874
92,Azure Blue|Black|Tan|Orange,#0066D9|#080A0D|#A79E82|#F67405,21.1944,8.1883,5.9252,4.7944,4.3723,28.7260,6.4913
93,Dark Olive Drab|Tan|Red|Yellow,#575B54|#A79E82|#E72F1D|#FFE800,15.6870,7.9838,6.2301,5.0411,4.1988,24.8910,6.5125
94,Dark Olive Drab|Tan|Cold White|Orange,#575B54|#A79E82|#D9DFE5|#F67405,13.9609,7.6131,6.2908,5.4249,4.8269,20.6938,6.5190
95,Brown|Grey|Lime Green|Orange,#55331A|#8C9099|#D5D701|#F67405,17.9671,8.3079,6.0962,4.7655,4.0213,24.1950,6.5367
96,Brown|Tan|White|Yellow,#55331A|#A79E82|#EBF7FF|#FFE800,15.9114,7.7150,6.1966,5.3689,4.8942,18.2376,6.5420
97,Brown|Dark Olive Drab|Olive Green|Pink,#55331A|#575B54|#948902|#F1A1AF,19.6367,8.5797,6.0004,4.5150,3.8699,29.4963,6.5473
98,Brown|Tan|Pink|Orange,#55331A|#A79E82|#F1A1AF|#F67405,15.4098,7.8445,6.2391,5.2670,4.6623,25.2095,6.5558
99,Dark Olive Drab|Tan|Red|Orange,#575B54|#A79E82|#E72F1D|#F67405,14.4962,7.8382,6.3595,5.3082,4.5492,27.2792,6.5732
100,Green|Black|Tan|Orange,#06924D|#080A0D|#A79E82|#F67405,21.3761,8.1332,6.0437,5.0185,4.5692,28.6364,6.5759
101,Polymaker Teal|Brown|Tan|Pink,#4CC0C7|#55331A|#A79E82|#F1A1AF,16.5362,8.1155,6.2085,5.0368,4.3434,23.0957,6.5761
102,Brown|Olive Green|White|Pink,#55331A|#948902|#EBF7FF|#F1A1AF,20.8795,8.8305,6.0106,4.3633,3.5249,25.9155,6.5969
103,Blue|Brown|Tan|Pink,#003776|#55331A|#A79E82|#F1A1AF,16.6201,7.9760,6.2015,5.2508,4.8348,23.5355,6.6134
104,Black|Polymaker Teal|Tan|Orange,#080A0D|#4CC0C7|#A79E82|#F67405,21.5499,8.2276,6.0680,5.0063,4.6023,24.3352,6.6170
105,Dark Olive Drab|Tan|White|Orange,#575B54|#A79E82|#EBF7FF|#F67405,14.1175,7.7450,6.3935,5.5070,4.8985,22.9198,6.6260
106,Brown|Tan|Red|Magenta,#55331A|#A79E82|#E72F1D|#F24574,15.7405,7.9591,6.3070,5.3032,4.6898,25.2954,6.6312
107,Dark Olive Drab|Tan|Magenta|Orange,#575B54|#A79E82|#F24574|#F67405,14.5734,7.9735,6.4577,5.3454,4.5528,27.4216,6.6594
108,Dark Olive Drab|Grey|Tan|Orange,#575B54|#8C9099|#A79E82|#F67405,14.2251,7.8361,6.4536,5.5066,4.8387,26.7709,6.6714
109,Brown|Tan|Cold White|Pink,#55331A|#A79E82|#D9DFE5|#F1A1AF,15.8104,8.0312,6.3950,5.3144,4.4450,19.7860,6.6728
110,Dark Olive Drab|Tan|Pink|Orange,#575B54|#A79E82|#F1A1AF|#F67405,14.2958,7.8713,6.4781,5.5154,4.8085,27.5294,6.6933
111,Dark Olive Drab|Olive Green|Tan|Red,#575B54|#948902|#A79E82|#E72F1D,16.6054,8.3091,6.3912,5.0802,4.1865,26.9406,6.6947
112,Brown|Tan|Cold White|Magenta,#55331A|#A79E82|#D9DFE5|#F24574,16.1787,8.1860,6.4247,5.2565,4.4075,19.4372,6.7212
113,Azure Blue|Brown|Tan|Pink,#0066D9|#55331A|#A79E82|#F1A1AF,16.4051,8.0757,6.3373,5.3741,4.8565,23.3368,6.7249
114,Dark Olive Drab|Tan|Orange|Yellow,#575B54|#A79E82|#F67405|#FFE800,14.2334,7.8634,6.5197,5.5913,4.9032,25.9309,6.7274
115,Dark Grey|Dark Olive Drab|Tan|Orange,#485259|#575B54|#A79E82|#F67405,14.4850,7.9255,6.5286,5.5700,4.8703,27.0512,6.7477
116,Dark Olive Drab|Tan|Lime Green|Orange,#575B54|#A79E82|#D5D701|#F67405,14.2725,7.8956,6.5427,5.6002,4.9028,26.7311,6.7479
117,Polymaker Teal|Dark Olive Drab|Tan|Orange,#4CC0C7|#575B54|#A79E82|#F67405,14.2047,7.8812,6.5507,5.6300,4.9547,23.2464,6.7556
118,Dark Olive Drab|Olive Green|Tan|Orange,#575B54|#948902|#A79E82|#F67405,14.4834,7.9469,6.5547,5.5916,4.8822,27.3065,6.7692
119,Green|Brown|Tan|Red,#06924D|#55331A|#A79E82|#E72F1D,16.2982,8.2307,6.4557,5.3456,4.6346,26.6370,6.7881
120,Brown|Lime Green|Red|White,#55331A|#D5D701|#E72F1D|#EBF7FF,19.3207,8.7786,6.2642,4.8129,4.1160,20.7950,6.7958
121,Green|Dark Olive Drab|Tan|Orange,#06924D|#575B54|#A79E82|#F67405,14.3161,7.9607,6.6091,5.6474,4.9211,27.3226,6.8041
122,Brown|Tan|Lime Green|White,#55331A|#A79E82|#D5D701|#EBF7FF,16.0115,7.9605,6.4801,5.6675,5.1947,18.3704,6.8140
123,Brown|Tan|Pink|Magenta,#55331A|#A79E82|#F1A1AF|#F24574,15.9125,8.1571,6.5271,5.4806,4.6877,22.9452,6.8189
124,Azure Blue|Brown|Lime Green|Pink,#0066D9|#55331A|#D5D701|#F1A1AF,20.2975,9.2817,6.2911,4.3872,3.4451,22.9973,6.8345
125,Brown|Tan|Lime Green|Orange,#55331A|#A79E82|#D5D701|#F67405,15.5477,8.0874,6.5460,5.6438,5.1271,26.4802,6.8656
126,Brown|Tan|Orange|Yellow,#55331A|#A79E82|#F67405|#FFE800,15.5289,8.0853,6.5504,5.6532,5.1400,25.7582,6.8692
127,Brown|Grey|Olive Green|Pink,#55331A|#8C9099|#948902|#F1A1AF,21.7569,9.3716,6.2785,4.3696,3.3988,29.8101,6.8706
128,Dark Grey|Brown|Tan|Yellow,#485259|#55331A|#A79E82|#FFE800,15.6831,7.8573,6.5274,5.9141,5.7192,24.0151,6.8857
129,Black|Grey|Pink|Yellow,#080A0D|#8C9099|#F1A1AF|#FFE800,25.0859,9.1232,6.2968,4.6993,3.9976,21.9555,6.9113
130,Brown|Olive Green|Tan|Orange,#55331A|#948902|#A79E82|#F67405,15.6061,8.1484,6.6041,5.6864,5.1270,26.9494,6.9174
131,Brown|Grey|Magenta|Yellow,#55331A|#8C9099|#F24574|#FFE800,18.8776,8.7186,6.4122,5.1455,4.5362,22.5529,6.9320
132,Brown|Purple|Tan|Magenta,#55331A|#6C47B2|#A79E82|#F24574,17.0841,8.6491,6.5610,5.2192,4.5017,28.9700,6.9341
133,Polymaker Teal|Brown|Pink|Yellow,#4CC0C7|#55331A|#F1A1AF|#FFE800,19.8725,9.1509,6.3854,4.7220,3.9239,23.8583,6.9365
134,Black|Tan|Lime Green|Pink,#080A0D|#A79E82|#D5D701|#F1A1AF,22.9815,8.7058,6.3926,5.1738,4.6618,21.8879,6.9398
135,Brown|Tan|Magenta|Orange,#55331A|#A79E82|#F24574|#F67405,15.5541,8.1666,6.6322,5.7164,5.1535,26.9290,6.9415
136,Brown|Grey|Tan|Yellow,#55331A|#8C9099|#A79E82|#FFE800,16.3507,8.1416,6.5934,5.7511,5.2691,22.4023,6.9464
137,Brown|Olive Green|Tan|White,#55331A|#948902|#A79E82|#EBF7FF,16.5064,8.1485,6.6096,5.7468,5.2299,19.2590,6.9477
138,Brown|Tan|Red|Orange,#55331A|#A79E82|#E72F1D|#F67405,15.5347,8.1788,6.6584,5.7496,5.1830,26.9290,6.9642
139,Black|Brown|Tan|White,#080A0D|#55331A|#A79E82|#EBF7FF,15.9650,7.9652,6.5845,5.9679,5.7853,18.4581,6.9665
140,Dark Olive Drab|Tan|Cold White|Red,#575B54|#A79E82|#D9DFE5|#E72F1D,15.5368,8.3329,6.7021,5.6290,4.9637,20.8089,6.9809
141,Black|Lime Green|White|Pink,#080A0D|#D5D701|#EBF7FF|#F1A1AF,27.4568,9.5362,6.3139,4.4961,3.6786,25.6982,7.0161
142,Brown|Lime Green|White|Magenta,#55331A|#D5D701|#EBF7FF|#F24574,19.6813,9.0224,6.4827,5.0400,4.3434,21.1285,7.0312
143,Black|Lime Green|Cold White|Pink,#080A0D|#D5D701|#D9DFE5|#F1A1AF,27.5839,9.7299,6.3724,4.3385,3.3557,25.7826,7.0342
144,Green|Dark Olive Drab|Tan|Red,#06924D|#575B54|#A79E82|#E72F1D,16.3620,8.5538,6.7645,5.5363,4.6574,26.9193,7.0450
145,Azure Blue|Dark Olive Drab|Tan|Orange,#0066D9|#575B54|#A79E82|#F67405,14.5317,8.2073,6.8363,5.8874,5.1943,27.6378,7.0474
146,Brown|Grey|Red|Yellow,#55331A|#8C9099|#E72F1D|#FFE800,18.5587,8.7390,6.5448,5.3601,4.7912,22.5568,7.0496
147,Dark Grey|Brown|Olive Green|Pink,#485259|#55331A|#948902|#F1A1AF,21.5521,9.3408,6.4291,4.7699,4.1071,29.8433,7.0553
148,Black|Olive Green|White|Orange,#080A0D|#948902|#EBF7FF|#F67405,27.2184,9.8756,6.3790,4.2409,3.2493,27.0131,7.0582
149,Brown|Purple|Tan|Pink,#55331A|#6C47B2|#A79E82|#F1A1AF,16.5996,8.5339,6.7219,5.5851,4.8952,26.4406,7.0595
150,Black|White|Pink|Yellow,#080A0D|#EBF7FF|#F1A1AF|#FFE800,27.2983,9.4038,6.3059,4.7183,4.0717,26.0657,7.0610
151,Dark Grey|Brown|Tan|Lime Green,#485259|#55331A|#A79E82|#D5D701,15.7375,8.0219,6.7198,6.1107,5.9188,24.5503,7.0663
152,Black|Lime Green|White|Orange,#080A0D|#D5D701|#EBF7FF|#F67405,26.6803,9.5473,6.3819,4.5874,3.7601,24.9707,7.0673
153,Blue|Brown|Tan|Yellow,#003776|#55331A|#A79E82|#FFE800,17.0598,8.3308,6.6770,5.8047,5.3711,24.8590,7.0678
154,Dark Grey|Brown|Tan|Cold White,#485259|#55331A|#A79E82|#D9DFE5,15.5480,8.0496,6.7386,6.0873,5.8504,18.2537,7.0685
155,Green|Brown|Tan|Magenta,#06924D|#55331A|#A79E82|#F24574,16.9831,8.6356,6.7434,5.5041,4.6006,25.2547,7.0699
156,Dark Olive Drab|Red|White|Yellow,#575B54|#E72F1D|#EBF7FF|#FFE800,17.9191,8.8363,6.7150,5.3099,4.4194,23.4319,7.0731
157,Blue|Brown|Lime Green|Pink,#003776|#55331A|#D5D701|#F1A1AF,20.7978,9.2900,6.5131,4.8627,4.0973,23.5561,7.0763
158,Dark Grey|Brown|Tan|White,#485259|#55331A|#A79E82|#EBF7FF,15.5274,7.9986,6.7449,6.1550,5.9665,18.7479,7.0768
159,Dark Grey|Brown|Olive Green|Tan,#485259|#55331A|#948902|#A79E82,16.0357,8.1387,6.7230,6.0257,5.7955,23.0707,7.0822
160,Brown|Grey|Olive Green|Tan,#55331A|#8C9099|#948902|#A79E82,16.5987,8.3655,6.7240,5.8294,5.3613,23.5702,7.0975
161,Black|Olive Green|Tan|Pink,#080A0D|#948902|#A79E82|#F1A1AF,24.0349,9.0957,6.5319,5.1016,4.4774,26.4604,7.0987
162,Brown|Grey|Tan|White,#55331A|#8C9099|#A79E82|#EBF7FF,16.0103,8.2156,6.7847,5.9965,5.5464,19.4367,7.1061
163,Black|Brown|Grey|Tan,#080A0D|#55331A|#8C9099|#A79E82,16.1740,8.1456,6.7222,6.0804,5.8886,22.8088,7.1130
164,Black|Polymaker Teal|Pink|Yellow,#080A0D|#4CC0C7|#F1A1AF|#FFE800,26.8803,9.5852,6.4312,4.6586,3.8761,24.5506,7.1219
165,Brown|Grey|Tan|Lime Green,#55331A|#8C9099|#A79E82|#D5D701,16.3360,8.2875,6.7830,5.9637,5.4972,23.6012,7.1256
166,Black|Grey|Lime Green|Pink,#080A0D|#8C9099|#D5D701|#F1A1AF,26.6987,9.6139,6.3914,4.6383,3.9190,24.6950,7.1261
167,Azure Blue|Brown|Tan|Yellow,#0066D9|#55331A|#A79E82|#FFE800,17.1054,8.5234,6.7622,5.7392,5.1981,21.7238,7.1313
168,Black|Dark Grey|Brown|Tan,#080A0D|#485259|#55331A|#A79E82,15.4056,8.0058,6.7783,6.2573,6.1325,22.7962,7.1316
169,Black|Dark Olive Drab|Pink|Yellow,#080A0D|#575B54|#F1A1AF|#FFE800,20.2375,8.8137,6.6928,5.4562,4.7633,22.3137,7.1349
170,Green|Black|Tan|Magenta,#06924D|#080A0D|#A79E82|#F24574,22.7523,9.1479,6.6112,5.1462,4.3694,24.7358,7.1471
171,Black|Cold White|Pink|Yellow,#080A0D|#D9DFE5|#F1A1AF|#FFE800,27.1436,9.5911,6.4905,4.7089,3.8491,24.6692,7.1500
172,Dark Olive Drab|Lime Green|Red|White,#575B54|#D5D701|#E72F1D|#EBF7FF,18.3141,8.9254,6.7540,5.3898,4.5989,22.4448,7.1576
173,Brown|Grey|Tan|Cold White,#55331A|#8C9099|#A79E82|#D9DFE5,16.1026,8.3331,6.8274,5.9859,5.5150,19.5060,7.1595
174,Brown|Dark Olive Drab|Tan|Yellow,#55331A|#575B54|#A79E82|#FFE800,15.2107,8.0245,6.8357,6.2988,6.1146,23.9997,7.1617
175,Polymaker Teal|Brown|Olive Green|Pink,#4CC0C7|#55331A|#948902|#F1A1AF,22.4475,10.0101,6.5713,4.3274,3.2036,27.1856,7.1687
176,Polymaker Teal|Dark Olive Drab|Tan|Red,#4CC0C7|#575B54|#A79E82|#E72F1D,15.7719,8.5660,6.9089,5.7754,5.0405,25.5782,7.1707
177,Black|Polymaker Teal|Lime Green|Pink,#080A0D|#4CC0C7|#D5D701|#F1A1AF,27.4442,9.8054,6.4501,4.5483,3.7274,25.7510,7.1768
