rank,labels,hexes,sigma0,sigma2,sigma4,sigma8,sigma16,p99_sigma2,rank_key
1285,Azure Blue|Dark Grey|Dark Olive Drab|Orange,#0066D9|#485259|#575B54|#F67405,19.1594,13.0575,11.9352,11.2501,10.8177,44.5339,12.1538
1286,Green|Black|Grey|Yellow,#06924D|#080A0D|#8C9099|#FFE800,26.1119,13.3993,11.6689,10.9102,10.5902,24.2945,12.1547
1287,Black|Polymaker Teal|Grey|Yellow,#080A0D|#4CC0C7|#8C9099|#FFE800,26.1061,13.3964,11.6700,10.9199,10.6228,24.1288,12.1582
1288,Black|Brown|White|Pink,#080A0D|#55331A|#EBF7FF|#F1A1AF,20.1150,12.8404,11.7844,11.4803,11.5389,28.1879,12.1604
1289,Dark Olive Drab|Olive Green|Tan|Cold White,#575B54|#948902|#A79E82|#D9DFE5,18.1809,12.9597,11.9969,11.3626,10.9147,25.2941,12.1612
1290,Green|Dark Grey|Brown|Red,#06924D|#485259|#55331A|#E72F1D,24.1247,13.7383,11.5748,10.5855,10.3038,41.0202,12.1619
1291,Blue|Tan|Red|Yellow,#003776|#A79E82|#E72F1D|#FFE800,22.7128,13.6774,11.9022,10.6494,9.6515,30.7819,12.1634
1292,Brown|Cold White|Red|White,#55331A|#D9DFE5|#E72F1D|#EBF7FF,21.0181,13.2407,11.7911,11.1076,10.8587,27.1738,12.1742
1293,Dark Olive Drab|Olive Green|Tan|Yellow,#575B54|#948902|#A79E82|#FFE800,17.3435,12.9035,12.0508,11.4466,10.9898,26.1490,12.1750
1294,Polymaker Teal|Dark Olive Drab|Cold White|Red,#4CC0C7|#575B54|#D9DFE5|#E72F1D,20.2074,13.2264,11.8727,11.1274,10.7537,26.9763,12.1769
1295,Blue|Tan|Orange|Yellow,#003776|#A79E82|#F67405|#FFE800,22.4087,13.6535,11.9506,10.7376,9.8011,31.0729,12.1955
1296,Black|Polymaker Teal|Dark Olive Drab|Red,#080A0D|#4CC0C7|#575B54|#E72F1D,20.8297,13.1735,11.8029,11.2229,11.1362,29.4031,12.1982
1297,Dark Grey|Brown|Red|White,#485259|#55331A|#E72F1D|#EBF7FF,20.4760,13.0495,11.8191,11.3595,11.3333,27.0745,12.2045
1298,Black|Grey|Olive Green|Yellow,#080A0D|#8C9099|#948902|#FFE800,27.4064,13.6526,11.6549,10.7746,10.4337,25.8949,12.2136
1299,Azure Blue|Polymaker Teal|Brown|Lime Green,#0066D9|#4CC0C7|#55331A|#D5D701,24.5994,14.2766,11.5716,10.1863,9.7994,30.7358,12.2315
1300,Azure Blue|Dark Olive Drab|Magenta|Orange,#0066D9|#575B54|#F24574|#F67405,19.3378,13.2200,12.0304,11.2569,10.7148,44.4622,12.2385
1301,Dark Grey|Purple|Pink|Yellow,#485259|#6C47B2|#F1A1AF|#FFE800,22.3965,13.7776,11.9226,10.7063,9.8947,37.4439,12.2420
1302,Blue|Purple|Olive Green|Pink,#003776|#6C47B2|#948902|#F1A1AF,35.7875,15.2721,11.4385,9.2219,7.9277,36.9728,12.2470
1303,Dark Grey|Dark Olive Drab|Tan|Yellow,#485259|#575B54|#A79E82|#FFE800,17.2992,12.9757,12.1393,11.5308,11.0548,25.7202,12.2532
1304,Black|Grey|Lime Green|Yellow,#080A0D|#8C9099|#D5D701|#FFE800,26.2069,13.4950,11.7705,11.0177,10.7017,24.3215,12.2564
1305,Brown|Purple|Red|White,#55331A|#6C47B2|#E72F1D|#EBF7FF,20.9711,13.2832,11.8803,11.2378,11.0089,27.4235,12.2605
1306,Dark Grey|Purple|Olive Green|Magenta,#485259|#6C47B2|#948902|#F24574,31.1208,15.4103,11.6330,9.1147,7.5531,47.2814,12.2625
1307,Blue|Olive Green|Tan|Pink,#003776|#948902|#A79E82|#F1A1AF,28.9160,14.2210,11.7663,10.3102,9.3426,32.1770,12.2656
1308,Blue|Olive Green|Lime Green|Pink,#003776|#948902|#D5D701|#F1A1AF,31.4805,14.7187,11.6747,9.8176,8.6735,32.8548,12.2682
1309,Azure Blue|Green|Brown|Lime Green,#0066D9|#06924D|#55331A|#D5D701,24.6793,14.3373,11.6039,10.2032,9.7638,30.8723,12.2703
1310,Blue|Azure Blue|Brown|Lime Green,#003776|#0066D9|#55331A|#D5D701,24.6975,14.2647,11.6384,10.2794,9.8106,30.2801,12.2721
1311,Brown|Grey|White|Pink,#55331A|#8C9099|#EBF7FF|#F1A1AF,20.2154,13.0876,11.9518,11.4651,11.3304,27.9406,12.2764
1312,Brown|Red|White|Magenta,#55331A|#E72F1D|#EBF7FF|#F24574,20.9971,13.3027,11.8963,11.2545,11.0206,27.2843,12.2786
1313,Polymaker Teal|Brown|Dark Olive Drab|Red,#4CC0C7|#55331A|#575B54|#E72F1D,20.0713,13.1683,11.9378,11.3904,11.2865,29.7813,12.2793
1314,Blue|Olive Green|Lime Green|Red,#003776|#948902|#D5D701|#E72F1D,33.3959,15.2732,11.4954,9.2902,7.9818,40.6665,12.2817
1315,Brown|Purple|White|Pink,#55331A|#6C47B2|#EBF7FF|#F1A1AF,20.2551,13.1256,11.9573,11.4448,11.2876,28.1996,12.2852
1316,Polymaker Teal|Brown|White|Pink,#4CC0C7|#55331A|#EBF7FF|#F1A1AF,20.5071,13.2634,11.9471,11.3139,11.1425,28.2596,12.2887
1317,Green|Dark Grey|Purple|Orange,#06924D|#485259|#6C47B2|#F67405,23.1179,13.9792,11.9541,10.6107,9.6568,41.2439,12.2950
1318,Dark Olive Drab|Olive Green|Tan|White,#575B54|#948902|#A79E82|#EBF7FF,18.4865,13.1017,12.1286,11.4911,11.0375,25.5751,12.2964
1319,Polymaker Teal|Brown|Dark Olive Drab|Pink,#4CC0C7|#55331A|#575B54|#F1A1AF,18.8491,12.9163,12.0272,11.6772,11.6776,28.6036,12.2968
1320,Blue|Brown|Dark Olive Drab|Yellow,#003776|#55331A|#575B54|#FFE800,20.7197,13.2039,11.9227,11.3908,11.3151,34.1015,12.2973
1321,Brown|Cold White|White|Pink,#55331A|#D9DFE5|#EBF7FF|#F1A1AF,20.3163,13.1662,11.9883,11.4400,11.2303,28.2455,12.3031
1322,Azure Blue|Black|Brown|Lime Green,#0066D9|#080A0D|#55331A|#D5D701,24.1988,14.1994,11.6608,10.4159,10.0033,30.2834,12.3077
1323,Polymaker Teal|Brown|Dark Olive Drab|Yellow,#4CC0C7|#55331A|#575B54|#FFE800,19.2675,12.9976,11.9949,11.6277,11.6424,27.4325,12.3126
1324,Dark Olive Drab|Red|White|Pink,#575B54|#E72F1D|#EBF7FF|#F1A1AF,19.4865,13.2278,12.0800,11.4009,11.0358,26.6113,12.3143
1325,Blue|Brown|Red|White,#003776|#55331A|#E72F1D|#EBF7FF,21.1179,13.2778,11.9007,11.3563,11.2556,27.2216,12.3171
1326,Blue|Green|Cold White|Red,#003776|#06924D|#D9DFE5|#E72F1D,29.3027,14.4506,11.6123,10.1881,9.5079,32.7466,12.3193
1327,Green|Dark Grey|Olive Green|Red,#06924D|#485259|#948902|#E72F1D,26.2593,14.3523,11.7550,10.2874,9.4995,41.2103,12.3198
1328,Dark Grey|Purple|Olive Green|Orange,#485259|#6C47B2|#948902|#F67405,24.5774,14.3569,11.9106,10.2870,9.3010,52.8283,12.3220
1329,Green|Dark Olive Drab|Olive Green|Tan,#06924D|#575B54|#948902|#A79E82,18.2804,13.1372,12.1741,11.5129,11.0206,26.1811,12.3250
1330,Blue|Grey|Olive Green|Magenta,#003776|#8C9099|#948902|#F24574,33.1801,14.9482,11.6952,9.7041,8.3446,36.1985,12.3262
1331,Polymaker Teal|Dark Olive Drab|Olive Green|Tan,#4CC0C7|#575B54|#948902|#A79E82,18.2816,13.1356,12.1744,11.5179,11.0302,26.1479,12.3268
1332,Green|Dark Grey|Purple|Magenta,#06924D|#485259|#6C47B2|#F24574,28.0362,14.6482,11.7390,10.0138,8.9780,36.2861,12.3310
1333,Blue|Lime Green|Cold White|Red,#003776|#D5D701|#D9DFE5|#E72F1D,28.8242,14.3232,11.6611,10.3407,9.7210,32.7093,12.3319
1334,Brown|Dark Olive Drab|Purple|Yellow,#55331A|#575B54|#6C47B2|#FFE800,20.0492,13.3761,12.0295,11.2887,10.9903,36.3131,12.3324
1335,Azure Blue|Brown|Red|White,#0066D9|#55331A|#E72F1D|#EBF7FF,21.1001,13.3302,11.9245,11.3372,11.1785,27.2986,12.3337
1336,Azure Blue|Dark Olive Drab|Red|Orange,#0066D9|#575B54|#E72F1D|#F67405,19.4184,13.2979,12.1271,11.3752,10.8494,44.4489,12.3366
1337,Dark Olive Drab|Grey|Olive Green|Tan,#575B54|#8C9099|#948902|#A79E82,18.3601,13.1618,12.1883,11.5269,11.0357,26.1847,12.3444
1338,Dark Olive Drab|Grey|Cold White|Red,#575B54|#8C9099|#D9DFE5|#E72F1D,19.7282,13.2605,12.0788,11.4463,11.1405,26.8389,12.3534
1339,Black|Dark Olive Drab|Cold White|Yellow,#080A0D|#575B54|#D9DFE5|#FFE800,20.1867,13.1516,12.0890,11.5653,11.3297,22.9766,12.3585
1340,Blue|Azure Blue|Dark Olive Drab|Orange,#003776|#0066D9|#575B54|#F67405,19.5664,13.2811,12.1239,11.4362,11.0177,44.5213,12.3586
1341,Black|Dark Grey|Olive Green|Red,#080A0D|#485259|#948902|#E72F1D,28.1767,14.8103,11.6587,9.9093,9.1896,57.0975,12.3598
1342,Blue|Olive Green|Pink|Yellow,#003776|#948902|#F1A1AF|#FFE800,31.2321,14.6662,11.7600,10.0631,9.0560,32.7683,12.3647
1343,Azure Blue|Green|Dark Grey|Red,#0066D9|#06924D|#485259|#E72F1D,25.9327,14.3060,11.8150,10.4312,9.6889,37.4962,12.3686
1344,Blue|Green|Tan|Orange,#003776|#06924D|#A79E82|#F67405,23.1915,13.9107,12.0710,10.8415,9.9529,31.7851,12.3761
1345,Dark Grey|Purple|Lime Green|Pink,#485259|#6C47B2|#D5D701|#F1A1AF,23.1397,14.0832,12.0672,10.6794,9.7209,37.4870,12.3813
1346,Blue|Brown|White|Pink,#003776|#55331A|#EBF7FF|#F1A1AF,20.4237,13.1595,12.0257,11.6041,11.5629,28.0046,12.3818
1347,Azure Blue|Brown|White|Pink,#0066D9|#55331A|#EBF7FF|#F1A1AF,20.3366,13.1976,12.0485,11.5746,11.4654,28.2555,12.3861
1348,Brown|White|Pink|Magenta,#55331A|#EBF7FF|#F1A1AF|#F24574,20.3552,13.2490,12.0912,11.5603,11.3626,28.6895,12.4047
1349,Azure Blue|Dark Olive Drab|Purple|Orange,#0066D9|#575B54|#6C47B2|#F67405,19.4725,13.3646,12.1937,11.4477,10.9434,44.6749,12.4061
1350,Dark Grey|Brown|White|Pink,#485259|#55331A|#EBF7FF|#F1A1AF,19.8492,13.0398,12.0819,11.7805,11.8230,27.8175,12.4101
1351,Blue|Polymaker Teal|Olive Green|Magenta,#003776|#4CC0C7|#948902|#F24574,36.5634,15.4140,11.5616,9.4072,8.1901,34.0847,12.4106
1352,Blue|Black|Grey|Yellow,#003776|#080A0D|#8C9099|#FFE800,26.4033,13.7341,11.9255,11.1293,10.7808,25.8587,12.4317
1353,Black|Grey|Pink|Orange,#080A0D|#8C9099|#F1A1AF|#F67405,23.7783,13.3568,12.0365,11.5127,11.3945,30.0883,12.4347
1354,Blue|Lime Green|Cold White|Orange,#003776|#D5D701|#D9DFE5|#F67405,27.4021,14.2215,11.8454,10.6624,10.0889,32.0218,12.4419
1355,Dark Grey|Dark Olive Drab|Olive Green|Tan,#485259|#575B54|#948902|#A79E82,19.3084,13.3469,12.2570,11.5440,11.0355,26.3964,12.4454
1356,Blue|Green|Olive Green|Pink,#003776|#06924D|#948902|#F1A1AF,32.2607,14.8032,11.8189,10.1497,9.0866,33.1602,12.4765
1357,Blue|Azure Blue|Olive Green|Red,#003776|#0066D9|#948902|#E72F1D,37.5443,16.1174,11.6026,8.8357,7.1893,45.5066,12.4765
1358,Blue|Black|Magenta|Yellow,#003776|#080A0D|#F24574|#FFE800,30.2588,14.4562,11.6284,10.4999,10.1945,35.8384,12.4781
1359,Dark Grey|Tan|Cold White|Yellow,#485259|#A79E82|#D9DFE5|#FFE800,18.7146,13.2683,12.3000,11.6997,11.2954,23.2372,12.4840
1360,Black|Brown|Dark Olive Drab|Yellow,#080A0D|#55331A|#575B54|#FFE800,19.4765,13.0826,12.1364,11.8880,11.9645,39.1118,12.4853
1361,Polymaker Teal|Dark Olive Drab|Tan|Cold White,#4CC0C7|#575B54|#A79E82|#D9DFE5,15.8103,13.0214,12.4318,11.9575,11.5673,22.7863,12.4895
1362,Black|Dark Grey|Grey|Yellow,#080A0D|#485259|#8C9099|#FFE800,23.4767,13.5334,12.1069,11.4627,11.1873,24.3676,12.4980
1363,Blue|Black|White|Yellow,#003776|#080A0D|#EBF7FF|#FFE800,29.7546,14.1852,11.8844,10.8111,10.3937,27.7147,12.4981
1364,Dark Olive Drab|Grey|Tan|Cold White,#575B54|#8C9099|#A79E82|#D9DFE5,15.8042,13.0246,12.4410,11.9727,11.5868,22.7914,12.4987
1365,Green|Black|Brown|Magenta,#06924D|#080A0D|#55331A|#F24574,25.8210,14.3721,11.8637,10.6286,10.1171,35.8328,12.5003
1366,Blue|Azure Blue|Olive Green|Magenta,#003776|#0066D9|#948902|#F24574,38.4720,16.0615,11.6126,8.9445,7.3622,42.6479,12.5030
1367,Dark Grey|Tan|White|Yellow,#485259|#A79E82|#EBF7FF|#FFE800,18.7023,13.2818,12.3271,11.7311,11.3226,23.2427,12.5065
1368,Dark Grey|Brown|Dark Olive Drab|Yellow,#485259|#55331A|#575B54|#FFE800,20.1946,13.2829,12.1662,11.7433,11.7159,37.7980,12.5131
1369,Brown|Dark Olive Drab|Lime Green|Yellow,#55331A|#575B54|#D5D701|#FFE800,19.6729,13.2548,12.1999,11.7769,11.7269,39.1549,12.5158
1370,Dark Olive Drab|Tan|Lime Green|Cold White,#575B54|#A79E82|#D5D701|#D9DFE5,16.7124,13.1181,12.4101,11.9183,11.5645,23.0459,12.5182
1371,Brown|Dark Olive Drab|Olive Green|Yellow,#55331A|#575B54|#948902|#FFE800,19.6696,13.2588,12.2051,11.7825,11.7323,39.1568,12.5207
1372,Blue|Olive Green|Lime Green|Magenta,#003776|#948902|#D5D701|#F24574,33.6039,15.3420,11.7501,9.7012,8.5323,36.5914,12.5216
1373,Green|Dark Olive Drab|Tan|Cold White,#06924D|#575B54|#A79E82|#D9DFE5,15.8598,13.0554,12.4642,11.9901,11.6017,22.8947,12.5228
1374,Azure Blue|Brown|Purple|Lime Green,#0066D9|#55331A|#6C47B2|#D5D701,24.7651,14.5208,11.8981,10.5362,10.0349,32.4178,12.5285
1375,Azure Blue|Dark Olive Drab|Tan|Yellow,#0066D9|#575B54|#A79E82|#FFE800,17.6127,13.3329,12.4022,11.7252,11.2211,25.3320,12.5291
1376,Azure Blue|Black|Polymaker Teal|Orange,#0066D9|#080A0D|#4CC0C7|#F67405,25.3469,13.8039,12.0383,11.2570,10.8961,29.2694,12.5305
1377,Green|Brown|Dark Olive Drab|Yellow,#06924D|#55331A|#575B54|#FFE800,19.6711,13.2705,12.2180,11.7986,11.7538,39.3197,12.5346
1378,Black|Purple|Cold White|Orange,#080A0D|#6C47B2|#D9DFE5|#F67405,28.6936,13.9985,11.9349,11.0894,10.8387,30.6828,12.5440
1379,Black|Cold White|Magenta|Orange,#080A0D|#D9DFE5|#F24574|#F67405,28.7065,14.0086,11.9424,11.0963,10.8449,30.6508,12.5525
1380,Blue|Brown|Lime Green|Red,#003776|#55331A|#D5D701|#E72F1D,26.7357,14.7584,11.7662,10.3550,9.9369,39.8830,12.5567
1381,Black|Cold White|Red|Orange,#080A0D|#D9DFE5|#E72F1D|#F67405,28.7041,14.0161,11.9520,11.1064,10.8579,30.6831,12.5613
1382,Dark Grey|Tan|Cold White|Pink,#485259|#A79E82|#D9DFE5|#F1A1AF,17.7231,13.2845,12.4380,11.8553,11.4344,24.1958,12.5699
1383,Azure Blue|Green|Brown|Red,#0066D9|#06924D|#55331A|#E72F1D,26.2368,14.8105,11.8749,10.3429,9.8192,37.3385,12.5767
1384,Dark Olive Drab|Cold White|Red|Pink,#575B54|#D9DFE5|#E72F1D|#F1A1AF,19.5644,13.4481,12.3519,11.7137,11.3713,27.8055,12.5809
1385,Green|Brown|Olive Green|Magenta,#06924D|#55331A|#948902|#F24574,26.2107,14.5755,11.9519,10.6210,10.0228,36.0024,12.5982
1386,Dark Grey|Tan|White|Pink,#485259|#A79E82|#EBF7FF|#F1A1AF,17.7120,13.3087,12.4717,11.8937,11.4667,24.2159,12.6012
1387,Dark Olive Drab|Olive Green|Tan|Lime Green,#575B54|#948902|#A79E82|#D5D701,17.9475,13.3344,12.4632,11.8708,11.4385,27.3577,12.6026
1388,Dark Grey|Polymaker Teal|Brown|Yellow,#485259|#4CC0C7|#55331A|#FFE800,21.1043,13.4827,12.2032,11.7492,11.7782,27.7050,12.6159
1389,Polymaker Teal|Dark Olive Drab|Grey|Tan,#4CC0C7|#575B54|#8C9099|#A79E82,15.9400,13.1780,12.5746,12.0555,11.5951,24.7490,12.6168
1390,Dark Grey|Olive Green|Red|Magenta,#485259|#948902|#E72F1D|#F24574,28.0869,15.1671,12.0669,10.0781,8.9069,57.0543,12.6226
1391,Dark Grey|Polymaker Teal|Tan|Pink,#485259|#4CC0C7|#A79E82|#F1A1AF,17.8419,13.3810,12.5089,11.8744,11.3755,24.4176,12.6277
1392,Dark Olive Drab|Tan|Lime Green|White,#575B54|#A79E82|#D5D701|#EBF7FF,16.7526,13.2128,12.5247,12.0510,11.7181,23.2705,12.6319
1393,Dark Olive Drab|Tan|Cold White|White,#575B54|#A79E82|#D9DFE5|#EBF7FF,15.8733,13.1489,12.5777,12.1191,11.7358,23.2588,12.6340
1394,Polymaker Teal|Dark Olive Drab|Tan|White,#4CC0C7|#575B54|#A79E82|#EBF7FF,15.8758,13.1511,12.5784,12.1171,11.7324,23.2634,12.6341
1395,Brown|Dark Olive Drab|Grey|Pink,#55331A|#575B54|#8C9099|#F1A1AF,18.8824,13.1992,12.3716,12.0695,12.1149,31.1033,12.6344
1396,Dark Olive Drab|Grey|Cold White|Yellow,#575B54|#8C9099|#D9DFE5|#FFE800,18.1683,13.4056,12.4659,11.8644,11.4765,22.8379,12.6350
1397,Dark Olive Drab|Grey|Tan|White,#575B54|#8C9099|#A79E82|#EBF7FF,15.8691,13.1538,12.5857,12.1288,11.7470,23.2679,12.6413
1398,Dark Grey|Grey|Tan|Pink,#485259|#8C9099|#A79E82|#F1A1AF,17.8465,13.4034,12.5286,11.8807,11.3495,25.0437,12.6420
1399,Black|Brown|Cold White|Red,#080A0D|#55331A|#D9DFE5|#E72F1D,23.7710,14.1243,12.0700,11.1654,10.9059,29.9575,12.6449
1400,Green|Dark Olive Drab|Grey|Tan,#06924D|#575B54|#8C9099|#A79E82,15.9876,13.2108,12.6054,12.0857,11.6261,24.7912,12.6482
1401,Azure Blue|Dark Grey|Tan|Pink,#0066D9|#485259|#A79E82|#F1A1AF,17.8589,13.4167,12.5375,11.8840,11.3517,25.0849,12.6504
1402,Green|Polymaker Teal|Dark Olive Drab|Tan,#06924D|#4CC0C7|#575B54|#A79E82,15.9938,13.2157,12.6090,12.0866,11.6266,24.7746,12.6512
1403,Polymaker Teal|Dark Olive Drab|Red|Magenta,#4CC0C7|#575B54|#E72F1D|#F24574,20.6972,13.7469,12.3702,11.5780,11.1622,29.6732,12.6625
1404,Dark Grey|Dark Olive Drab|Tan|Cold White,#485259|#575B54|#A79E82|#D9DFE5,16.1373,13.1864,12.5971,12.1423,11.7731,22.8915,12.6644
1405,Azure Blue|Black|Dark Olive Drab|Yellow,#0066D9|#080A0D|#575B54|#FFE800,26.4935,14.2515,12.1602,11.1039,10.6733,29.8826,12.6777
1406,Black|Dark Grey|White|Yellow,#080A0D|#485259|#EBF7FF|#FFE800,26.4484,13.9539,12.1878,11.4051,11.1176,25.5184,12.6795
1407,Dark Grey|Grey|Pink|Orange,#485259|#8C9099|#F1A1AF|#F67405,19.1905,13.4253,12.4645,11.9426,11.6633,30.3127,12.6839
1408,Blue|Green|Dark Grey|Red,#003776|#06924D|#485259|#E72F1D,26.4108,14.6522,12.1339,10.7160,9.9131,41.1048,12.6841
1409,Black|Polymaker Teal|Pink|Orange,#080A0D|#4CC0C7|#F1A1AF|#F67405,25.8627,13.9488,12.2298,11.4223,11.0737,27.8852,12.6856
1410,Green|Dark Olive Drab|Tan|White,#06924D|#575B54|#A79E82|#EBF7FF,15.9586,13.2060,12.6309,12.1708,11.7886,23.4241,12.6884
1411,Dark Grey|Olive Green|Tan|Cold White,#485259|#948902|#A79E82|#D9DFE5,20.7531,13.7062,12.4549,11.6719,11.1521,25.9661,12.6890
1412,Black|Brown|Dark Olive Drab|Pink,#080A0D|#55331A|#575B54|#F1A1AF,18.7731,13.1179,12.3957,12.2644,12.4546,33.2329,12.6912
1413,Blue|Lime Green|Red|Orange,#003776|#D5D701|#E72F1D|#F67405,29.6377,15.1022,12.1756,10.2819,9.0558,40.6426,12.6920
1414,Green|Dark Olive Drab|Cold White|Pink,#06924D|#575B54|#D9DFE5|#F1A1AF,20.2600,13.7806,12.4550,11.6192,11.0836,27.7716,12.6999
1415,Brown|Dark Olive Drab|Red|Pink,#55331A|#575B54|#E72F1D|#F1A1AF,19.1556,13.2956,12.4333,12.1094,12.1485,33.2435,12.7025
1416,Blue|Dark Grey|Brown|Yellow,#003776|#485259|#55331A|#FFE800,22.1386,13.7131,12.2778,11.7202,11.6754,33.4941,12.7167
1417,Azure Blue|Polymaker Teal|Dark Olive Drab|Red,#0066D9|#4CC0C7|#575B54|#E72F1D,20.7697,13.7964,12.4241,11.6458,11.2427,29.7353,12.7211
1418,Green|Black|Grey|Pink,#06924D|#080A0D|#8C9099|#F1A1AF,26.9713,14.1893,12.1968,11.2543,10.8054,30.1563,12.7218
1419,Dark Grey|Polymaker Teal|Dark Olive Drab|Red,#485259|#4CC0C7|#575B54|#E72F1D,20.7095,13.7531,12.4118,11.6917,11.3645,29.5337,12.7224
1420,Dark Grey|Purple|Tan|Pink,#485259|#6C47B2|#A79E82|#F1A1AF,17.9511,13.5003,12.6176,11.9613,11.4305,25.1754,12.7308
1421,Polymaker Teal|Dark Olive Drab|Purple|Red,#4CC0C7|#575B54|#6C47B2|#E72F1D,20.7763,13.8146,12.4441,11.6696,11.2806,29.9661,12.7421
1422,Brown|Dark Olive Drab|Grey|Red,#55331A|#575B54|#8C9099|#E72F1D,19.7604,13.4633,12.4463,12.0273,12.0031,35.6171,12.7453
1423,Dark Grey|Brown|Purple|Yellow,#485259|#55331A|#6C47B2|#FFE800,21.7851,13.8360,12.3453,11.6593,11.4903,36.5854,12.7477
1424,Brown|Grey|Cold White|Red,#55331A|#8C9099|#D9DFE5|#E72F1D,21.0543,13.6743,12.3911,11.8278,11.6683,26.7273,12.7510
1425,Blue|Dark Grey|Tan|Pink,#003776|#485259|#A79E82|#F1A1AF,17.9966,13.5213,12.6380,11.9832,11.4536,25.1827,12.7522
1426,Azure Blue|Black|Grey|Yellow,#0066D9|#080A0D|#8C9099|#FFE800,28.8547,14.4954,12.1537,11.0269,10.5812,30.6213,12.7611
1427,Dark Grey|Polymaker Teal|Tan|Yellow,#485259|#4CC0C7|#A79E82|#FFE800,18.9797,13.5705,12.5942,11.9529,11.4928,24.0455,12.7617
1428,Azure Blue|Black|Dark Grey|Yellow,#0066D9|#080A0D|#485259|#FFE800,27.4819,14.4432,12.2226,11.0884,10.6190,29.4086,12.7658
1429,Blue|Dark Grey|Olive Green|Red,#003776|#485259|#948902|#E72F1D,28.8403,15.4076,12.1996,10.1356,8.9139,57.0898,12.7716
1430,Dark Grey|Dark Olive Drab|Tan|White,#485259|#575B54|#A79E82|#EBF7FF,16.1576,13.2779,12.7077,12.2672,11.9048,23.1077,12.7726
1431,Dark Grey|Olive Green|Tan|Yellow,#485259|#948902|#A79E82|#FFE800,20.0168,13.7033,12.5692,11.8436,11.3198,26.8918,12.7735
1432,Brown|Dark Olive Drab|Pink|Magenta,#55331A|#575B54|#F1A1AF|#F24574,19.0157,13.3376,12.5136,12.2095,12.2593,33.2384,12.7735
1433,Blue|Green|Red|Pink,#003776|#06924D|#E72F1D|#F1A1AF,28.0467,14.7886,12.2366,10.7591,9.8278,32.5653,12.7738
1434,Green|Dark Grey|Tan|Yellow,#06924D|#485259|#A79E82|#FFE800,18.9963,13.6068,12.6210,11.9469,11.4222,25.8449,12.7768
1435,Dark Grey|Brown|Dark Olive Drab|Pink,#485259|#55331A|#575B54|#F1A1AF,18.9989,13.2817,12.4991,12.2835,12.4143,33.2320,12.7826
1436,Dark Olive Drab|Grey|Tan|Lime Green,#575B54|#8C9099|#A79E82|#D5D701,16.9672,13.4094,12.6913,12.1567,11.7338,25.0597,12.7830
1437,Polymaker Teal|Dark Olive Drab|Tan|Lime Green,#4CC0C7|#575B54|#A79E82|#D5D701,16.9431,13.3993,12.6893,12.1701,11.7763,24.6930,12.7847
1438,Dark Grey|Polymaker Teal|Dark Olive Drab|Tan,#485259|#4CC0C7|#575B54|#A79E82,16.2731,13.3445,12.7360,12.2258,11.7743,24.7651,12.7851
1439,Blue|Brown|Cold White|Red,#003776|#55331A|#D9DFE5|#E72F1D,23.6820,14.2596,12.2140,11.3127,11.0051,29.8001,12.7862
1440,Dark Grey|Dark Olive Drab|Grey|Tan,#485259|#575B54|#8C9099|#A79E82,16.2612,13.3433,12.7377,12.2298,11.7768,24.7726,12.7865
1441,Blue|Polymaker Teal|Dark Olive Drab|Red,#003776|#4CC0C7|#575B54|#E72F1D,20.8640,13.8198,12.4772,11.7588,11.4188,29.6439,12.7893
1442,Dark Grey|Brown|Lime Green|Yellow,#485259|#55331A|#D5D701|#FFE800,21.6217,13.7312,12.3840,11.8556,11.8015,37.8284,12.7934
1443,Dark Grey|Grey|Tan|Yellow,#485259|#8C9099|#A79E82|#FFE800,19.0408,13.6220,12.6316,11.9674,11.4574,24.2265,12.7947
1444,Blue|Lime Green|Magenta|Orange,#003776|#D5D701|#F24574|#F67405,29.6687,15.1976,12.2719,10.3961,9.1773,40.5332,12.7969
1445,Black|Dark Olive Drab|Grey|Red,#080A0D|#575B54|#8C9099|#E72F1D,20.5240,13.5696,12.4406,12.0294,12.0337,35.5773,12.7995
1446,Green|Black|Brown|White,#06924D|#080A0D|#55331A|#EBF7FF,21.1792,13.5819,12.3835,12.0197,12.0861,30.2980,12.8008
1447,Green|Dark Grey|Brown|Yellow,#06924D|#485259|#55331A|#FFE800,21.6317,13.7414,12.3936,11.8657,11.8136,37.8345,12.8035
1448,Dark Grey|Brown|Olive Green|Yellow,#485259|#55331A|#948902|#FFE800,21.6582,13.7585,12.3991,11.8553,11.7924,37.8855,12.8069
1449,Green|Dark Olive Drab|Tan|Lime Green,#06924D|#575B54|#A79E82|#D5D701,16.9604,13.4329,12.7205,12.1884,11.7681,26.2660,12.8106
1450,Blue|Green|Cold White|Orange,#003776|#06924D|#D9DFE5|#F67405,27.1209,14.6286,12.2536,10.9967,10.3852,32.0667,12.8126
1451,Green|Polymaker Teal|Dark Olive Drab|Pink,#06924D|#4CC0C7|#575B54|#F1A1AF,20.4315,13.9241,12.5746,11.7033,11.1276,27.8665,12.8137
1452,Dark Grey|Tan|Lime Green|Yellow,#485259|#A79E82|#D5D701|#FFE800,19.0298,13.6430,12.6580,11.9846,11.4609,25.8682,12.8138
1453,Green|Dark Grey|Dark Olive Drab|Tan,#06924D|#485259|#575B54|#A79E82,16.3231,13.3802,12.7677,12.2527,11.7989,24.8093,12.8165
1454,Black|Dark Grey|Brown|Yellow,#080A0D|#485259|#55331A|#FFE800,21.4503,13.6554,12.3923,11.9872,12.0256,37.8979,12.8213
