rank,labels,hexes,sigma0,sigma2,sigma4,sigma8,sigma16,p99_sigma2,rank_key
1,Blue|Polymaker Teal|Olive Green|Pink,#003776|#4CC0C7|#948902|#F1A1AF,27.7712,18.2707,14.0811,10.3974,7.7461,49.4752,14.3341
2,Blue|Polymaker Teal|Olive Green|Cold White,#003776|#4CC0C7|#948902|#D9DFE5,28.8140,18.8364,14.1758,10.0372,7.1404,53.0533,14.4368
3,Blue|Green|Olive Green|Cold White,#003776|#06924D|#948902|#D9DFE5,28.8043,19.1984,14.5392,10.2286,6.9791,50.7584,14.7135
4,Blue|Polymaker Teal|Tan|Cold White,#003776|#4CC0C7|#A79E82|#D9DFE5,24.2137,18.1844,15.0445,11.8271,8.9872,40.9777,15.0058
5,Blue|Azure Blue|Polymaker Teal|Tan,#003776|#0066D9|#4CC0C7|#A79E82,24.3203,18.3254,15.3207,12.2226,9.3895,39.4109,15.2740
6,Blue|Polymaker Teal|Tan|Magenta,#003776|#4CC0C7|#A79E82|#F24574,24.6784,18.4840,15.3686,12.1786,9.3054,40.8192,15.3313
7,Blue|Polymaker Teal|Olive Green|Magenta,#003776|#4CC0C7|#948902|#F24574,28.6157,19.3184,15.1241,11.3545,8.4541,48.2919,15.3365
8,Blue|Polymaker Teal|Tan|Red,#003776|#4CC0C7|#A79E82|#E72F1D,24.4323,18.4857,15.4584,12.3413,9.5059,44.4768,15.4135
9,Blue|Polymaker Teal|Tan|Pink,#003776|#4CC0C7|#A79E82|#F1A1AF,24.6489,18.5912,15.4944,12.3362,9.4827,41.5076,15.4637
10,Blue|Brown|Tan|Cold White,#003776|#55331A|#A79E82|#D9DFE5,24.6727,18.7159,15.5981,12.3934,9.4504,42.6708,15.5547
11,Blue|Polymaker Teal|Tan|White,#003776|#4CC0C7|#A79E82|#EBF7FF,24.4691,18.6556,15.7045,12.7602,10.1166,40.4209,15.7079
12,Blue|Azure Blue|Tan|Cold White,#003776|#0066D9|#A79E82|#D9DFE5,24.6194,18.8833,15.8220,12.6692,9.7917,41.3952,15.7762
13,Blue|Polymaker Teal|Grey|Tan,#003776|#4CC0C7|#8C9099|#A79E82,24.4935,18.7760,15.9018,12.8690,9.9628,40.6538,15.8225
14,Blue|Tan|Cold White|Red,#003776|#A79E82|#D9DFE5|#E72F1D,24.8764,19.0243,15.8801,12.6422,9.7211,42.5610,15.8332
15,Blue|Purple|Tan|Cold White,#003776|#6C47B2|#A79E82|#D9DFE5,24.7136,18.9597,15.8950,12.7115,9.7927,41.6661,15.8356
16,Blue|Tan|Cold White|Pink,#003776|#A79E82|#D9DFE5|#F1A1AF,24.8249,18.9752,15.8754,12.6990,9.8164,42.0559,15.8371
17,Blue|Tan|Cold White|Orange,#003776|#A79E82|#D9DFE5|#F67405,24.7720,18.9833,15.8948,12.7152,9.8388,42.8789,15.8493
18,Blue|Tan|Cold White|Magenta,#003776|#A79E82|#D9DFE5|#F24574,24.7543,18.9783,15.8913,12.7471,9.8784,41.4990,15.8627
19,Blue|Polymaker Teal|Tan|Orange,#003776|#4CC0C7|#A79E82|#F67405,24.9436,18.9481,15.9289,12.8285,9.9466,47.5862,15.8883
20,Blue|Polymaker Teal|Olive Green|Red,#003776|#4CC0C7|#948902|#E72F1D,27.9236,19.5655,15.7508,12.2523,9.5280,47.2863,15.9089
21,Azure Blue|Dark Grey|Polymaker Teal|Tan,#0066D9|#485259|#4CC0C7|#A79E82,22.3652,18.1344,16.1549,13.8917,11.4447,35.8892,16.0131
22,Blue|Polymaker Teal|Tan|Yellow,#003776|#4CC0C7|#A79E82|#FFE800,25.2871,19.3036,16.2677,13.1678,10.2602,47.4000,16.2357
23,Blue|Polymaker Teal|Tan|Lime Green,#003776|#4CC0C7|#A79E82|#D5D701,25.2641,19.2995,16.3008,13.2207,10.3099,47.3013,16.2601
24,Blue|Polymaker Teal|Brown|Tan,#003776|#4CC0C7|#55331A|#A79E82,25.3189,19.3655,16.3549,13.2780,10.3695,47.1212,16.3217
25,Blue|Green|Cold White|Red,#003776|#06924D|#D9DFE5|#E72F1D,28.0549,20.3971,16.3778,12.3214,8.9452,55.1828,16.3592
26,Blue|Green|Polymaker Teal|Tan,#003776|#06924D|#4CC0C7|#A79E82,25.2827,19.3954,16.4281,13.3880,10.4866,47.2280,16.3917
27,Blue|Black|Polymaker Teal|Tan,#003776|#080A0D|#4CC0C7|#A79E82,25.2827,19.3954,16.4281,13.3880,10.4866,47.2280,16.3917
28,Blue|Polymaker Teal|Olive Green|Tan,#003776|#4CC0C7|#948902|#A79E82,25.2827,19.3954,16.4281,13.3880,10.4866,47.2280,16.3917
29,Blue|Polymaker Teal|Dark Olive Drab|Tan,#003776|#4CC0C7|#575B54|#A79E82,25.3534,19.5233,16.5260,13.3765,10.4553,48.7081,16.4499
30,Blue|Polymaker Teal|Purple|Tan,#003776|#4CC0C7|#6C47B2|#A79E82,26.0239,19.4980,16.4309,13.4174,10.6795,44.3621,16.4577
31,Blue|Green|Tan|Cold White,#003776|#06924D|#A79E82|#D9DFE5,26.5388,20.1441,16.5717,12.7857,9.3959,49.4785,16.4649
32,Blue|Azure Blue|Green|Tan,#003776|#0066D9|#06924D|#A79E82,25.9728,19.7379,16.5664,13.2709,10.1905,46.8138,16.5044
33,Blue|Dark Grey|Polymaker Teal|Tan,#003776|#485259|#4CC0C7|#A79E82,25.3275,19.6307,16.6924,13.5232,10.4907,46.9102,16.5769
34,Azure Blue|Dark Grey|Lime Green|Red,#0066D9|#485259|#D5D701|#E72F1D,24.6320,19.1487,16.6652,14.0940,11.6454,46.5752,16.6213
35,Azure Blue|Dark Grey|Lime Green|Magenta,#0066D9|#485259|#D5D701|#F24574,24.7313,19.2347,16.7483,14.1493,11.7281,47.2152,16.6920
36,Blue|Polymaker Teal|Olive Green|Orange,#003776|#4CC0C7|#948902|#F67405,26.8247,19.7726,16.5671,13.6174,11.3590,45.9909,16.6950
37,Blue|Green|Cold White|Orange,#003776|#06924D|#D9DFE5|#F67405,28.3805,20.7806,16.7062,12.6482,9.3309,55.1481,16.7144
38,Azure Blue|Black|Polymaker Teal|Tan,#0066D9|#080A0D|#4CC0C7|#A79E82,28.7714,19.9198,16.5267,13.5472,11.1340,38.9494,16.7335
39,Blue|Polymaker Teal|Grey|Olive Green,#003776|#4CC0C7|#8C9099|#948902,26.9280,19.8320,16.7769,13.6616,10.5453,45.0090,16.7468
40,Blue|Polymaker Teal|Brown|Olive Green,#003776|#4CC0C7|#55331A|#948902,30.0390,20.3175,16.2649,13.1839,11.5493,48.7428,16.7507
41,Azure Blue|Dark Grey|Lime Green|Orange,#0066D9|#485259|#D5D701|#F67405,24.6999,19.3172,16.8212,14.1916,11.7093,46.4991,16.7544
42,Blue|Polymaker Teal|Dark Olive Drab|Cold White,#003776|#4CC0C7|#575B54|#D9DFE5,25.1200,19.3967,16.7866,14.1296,11.6351,45.2512,16.7632
43,Blue|Polymaker Teal|Dark Olive Drab|Olive Green,#003776|#4CC0C7|#575B54|#948902,29.7918,20.4088,16.3723,13.2120,11.4967,50.7891,16.8104
44,Blue|Green|Polymaker Teal|Olive Green,#003776|#06924D|#4CC0C7|#948902,30.1248,20.4667,16.3811,13.2320,11.4976,50.7888,16.8494
45,Blue|Dark Grey|Polymaker Teal|Cold White,#003776|#485259|#4CC0C7|#D9DFE5,24.6895,19.4935,16.9730,14.2554,11.5595,44.0126,16.8745
46,Blue|Black|Polymaker Teal|Olive Green,#003776|#080A0D|#4CC0C7|#948902,30.0914,20.4674,16.4202,13.3614,11.6180,51.1839,16.9144
47,Blue|Polymaker Teal|Brown|Cold White,#003776|#4CC0C7|#55331A|#D9DFE5,28.9479,20.3866,16.8409,13.6774,11.1084,47.0246,17.0320
48,Blue|Grey|Tan|White,#003776|#8C9099|#A79E82|#EBF7FF,24.8462,19.6987,17.1745,14.3885,11.4773,41.7363,17.0436
49,Blue|Dark Grey|Polymaker Teal|Orange,#003776|#485259|#4CC0C7|#F67405,25.4382,19.8476,17.1716,14.4625,12.0992,43.9176,17.1551
50,Blue|Polymaker Teal|Dark Olive Drab|Orange,#003776|#4CC0C7|#575B54|#F67405,25.4849,19.8925,17.2108,14.4877,12.0477,42.9604,17.1901
51,Blue|Brown|Tan|White,#003776|#55331A|#A79E82|#EBF7FF,25.1576,19.8606,17.2939,14.5847,11.8870,42.4807,17.2227
52,Blue|Green|Polymaker Teal|Red,#003776|#06924D|#4CC0C7|#E72F1D,27.5424,20.4783,17.1674,14.0275,11.6250,44.7981,17.2529
53,Blue|Green|Brown|Cold White,#003776|#06924D|#55331A|#D9DFE5,29.3334,20.9983,17.1425,13.5110,10.5031,50.1859,17.2546
54,Azure Blue|Dark Grey|Lime Green|Pink,#0066D9|#485259|#D5D701|#F1A1AF,24.7926,19.7000,17.3450,14.8321,12.4569,48.2319,17.2660
55,Blue|Polymaker Teal|Olive Green|White,#003776|#4CC0C7|#948902|#EBF7FF,29.6093,20.9538,17.1091,13.7212,11.1940,55.5670,17.3375
56,Blue|Azure Blue|Tan|White,#003776|#0066D9|#A79E82|#EBF7FF,25.0532,19.9930,17.4287,14.7142,12.0196,42.1200,17.3536
57,Blue|Tan|White|Orange,#003776|#A79E82|#EBF7FF|#F67405,25.0010,20.0111,17.5068,14.8354,12.1319,41.8007,17.4233
58,Blue|Dark Grey|Polymaker Teal|Olive Green,#003776|#485259|#4CC0C7|#948902,30.2213,21.1302,17.1472,13.7244,11.6276,53.5547,17.4273
59,Blue|Tan|Cold White|White,#003776|#A79E82|#D9DFE5|#EBF7FF,25.1877,20.0897,17.5162,14.7817,12.0458,41.7472,17.4357
60,Blue|Tan|Red|White,#003776|#A79E82|#E72F1D|#EBF7FF,25.0587,20.0591,17.5330,14.8439,12.1441,42.0105,17.4515
61,Blue|Purple|Tan|White,#003776|#6C47B2|#A79E82|#EBF7FF,25.0836,20.0547,17.5464,14.8852,12.1946,41.4953,17.4699
62,Blue|Green|Tan|Pink,#003776|#06924D|#A79E82|#F1A1AF,26.7142,20.5864,17.4864,14.3555,11.4643,46.3045,17.4710
63,Blue|Tan|White|Pink,#003776|#A79E82|#EBF7FF|#F1A1AF,25.0601,20.0918,17.5815,14.9087,12.2193,41.9300,17.5002
64,Blue|Azure Blue|Green|Cold White,#003776|#0066D9|#06924D|#D9DFE5,29.0941,21.4789,17.4717,13.5801,10.5696,49.3187,17.5295
65,Blue|Tan|White|Magenta,#003776|#A79E82|#EBF7FF|#F24574,25.0838,20.1267,17.6231,14.9514,12.2416,41.8729,17.5391
66,Blue|Green|Cold White|Magenta,#003776|#06924D|#D9DFE5|#F24574,29.7528,21.8058,17.5870,13.2752,9.6919,57.1262,17.5405
67,Blue|Green|Polymaker Teal|Magenta,#003776|#06924D|#4CC0C7|#F24574,29.4082,21.1989,17.4366,13.9767,11.3320,49.7757,17.5878
68,Azure Blue|Dark Grey|Lime Green|Yellow,#0066D9|#485259|#D5D701|#FFE800,25.0461,19.9439,17.6512,15.2389,12.8725,47.0327,17.5914
69,Azure Blue|Green|Dark Grey|Lime Green,#0066D9|#06924D|#485259|#D5D701,25.8210,20.2408,17.6781,14.9653,12.3643,50.6164,17.6030
70,Azure Blue|Dark Grey|Lime Green|White,#0066D9|#485259|#D5D701|#EBF7FF,25.7887,20.2445,17.6968,14.9905,12.3796,51.2129,17.6175
71,Azure Blue|Dark Grey|Polymaker Teal|Lime Green,#0066D9|#485259|#4CC0C7|#D5D701,25.7581,20.2264,17.7057,15.0212,12.3756,51.1310,17.6238
72,Blue|Tan|Cold White|Yellow,#003776|#A79E82|#D9DFE5|#FFE800,27.0501,20.9094,17.6342,14.3386,11.4718,57.1739,17.6240
73,Azure Blue|Dark Grey|Polymaker Teal|Yellow,#0066D9|#485259|#4CC0C7|#FFE800,24.7301,19.8131,17.6578,15.4360,13.3191,45.6806,17.6245
74,Blue|Green|Polymaker Teal|Cold White,#003776|#06924D|#4CC0C7|#D9DFE5,29.1251,21.5757,17.5929,13.6761,10.5504,50.0867,17.6259
75,Blue|Green|Polymaker Teal|Orange,#003776|#06924D|#4CC0C7|#F67405,26.4847,20.4643,17.5586,14.7876,12.6211,45.6151,17.6259
76,Blue|Polymaker Teal|Brown|Orange,#003776|#4CC0C7|#55331A|#F67405,27.2245,20.5983,17.5922,14.6854,12.2474,46.0033,17.6418
77,Dark Grey|Polymaker Teal|Purple|Tan,#485259|#4CC0C7|#6C47B2|#A79E82,28.0055,20.7766,17.5463,14.5163,11.7698,49.2586,17.6465
78,Blue|Green|Cold White|White,#003776|#06924D|#D9DFE5|#EBF7FF,29.2801,21.6565,17.6705,13.8098,10.7480,49.9411,17.7332
79,Azure Blue|Dark Grey|Brown|Lime Green,#0066D9|#485259|#55331A|#D5D701,28.2222,20.6458,17.6244,14.8268,12.3889,46.9566,17.7363
80,Azure Blue|Green|Dark Grey|Yellow,#0066D9|#06924D|#485259|#FFE800,25.4479,20.1326,17.7644,15.4062,13.2650,47.4508,17.7694
81,Blue|Brown|Cold White|Orange,#003776|#55331A|#D9DFE5|#F67405,28.9310,21.0521,17.6667,14.5446,11.9001,50.2167,17.7983
82,Blue|Green|Olive Green|White,#003776|#06924D|#948902|#EBF7FF,29.9381,21.4930,17.6923,14.1978,11.4501,55.1197,17.8454
83,Blue|Grey|Tan|Cold White,#003776|#8C9099|#A79E82|#D9DFE5,25.6190,20.6006,18.0432,15.1481,12.0632,48.2055,17.8744
84,Blue|Polymaker Teal|Grey|Orange,#003776|#4CC0C7|#8C9099|#F67405,26.7122,20.8714,17.8930,14.9286,12.4451,45.8233,17.9000
85,Blue|Polymaker Teal|Lime Green|Red,#003776|#4CC0C7|#D5D701|#E72F1D,27.9093,21.1968,17.8602,14.6081,12.0266,53.3244,17.9025
86,Azure Blue|Dark Grey|Lime Green|Cold White,#0066D9|#485259|#D5D701|#D9DFE5,26.0220,20.5885,18.0595,15.2774,12.4419,52.3233,17.9330
87,Blue|Azure Blue|Brown|Cold White,#003776|#0066D9|#55331A|#D9DFE5,29.0097,21.1238,17.7789,14.7952,12.3813,48.6113,17.9595
88,Blue|Brown|Cold White|Pink,#003776|#55331A|#D9DFE5|#F1A1AF,28.9655,21.1358,17.8500,14.8969,12.4257,49.0038,18.0164
89,Blue|Brown|Cold White|Magenta,#003776|#55331A|#D9DFE5|#F24574,29.0488,21.1632,17.8406,14.8755,12.4257,48.4764,18.0194
90,Blue|Green|Brown|Tan,#003776|#06924D|#55331A|#A79E82,26.5157,20.8733,18.1017,15.1849,12.3671,48.3778,18.0291
91,Blue|Olive Green|Cold White|White,#003776|#948902|#D9DFE5|#EBF7FF,31.2574,22.1668,17.9398,13.9237,10.7011,66.6823,18.0453
92,Blue|Brown|Purple|Cold White,#003776|#55331A|#6C47B2|#D9DFE5,29.1149,21.1954,17.8600,14.9034,12.4746,48.8660,18.0494
93,Blue|Green|Black|Tan,#003776|#06924D|#080A0D|#A79E82,26.4242,20.8761,18.1353,15.2436,12.4172,46.7748,18.0599
94,Blue|Green|Olive Green|Tan,#003776|#06924D|#948902|#A79E82,26.4242,20.8761,18.1353,15.2436,12.4172,46.7748,18.0599
95,Blue|Green|Tan|Lime Green,#003776|#06924D|#A79E82|#D5D701,26.4242,20.8761,18.1353,15.2436,12.4172,46.7748,18.0599
96,Blue|Green|Tan|Red,#003776|#06924D|#A79E82|#E72F1D,26.4242,20.8761,18.1353,15.2436,12.4172,46.7748,18.0599
97,Blue|Green|Tan|Magenta,#003776|#06924D|#A79E82|#F24574,26.4242,20.8761,18.1353,15.2436,12.4172,46.7748,18.0599
98,Blue|Green|Tan|Orange,#003776|#06924D|#A79E82|#F67405,26.4242,20.8761,18.1353,15.2436,12.4172,46.7748,18.0599
99,Blue|Green|Tan|Yellow,#003776|#06924D|#A79E82|#FFE800,26.4242,20.8761,18.1353,15.2436,12.4172,46.7748,18.0599
100,Blue|Green|Dark Olive Drab|Tan,#003776|#06924D|#575B54|#A79E82,26.4897,20.9419,18.1584,15.1815,12.2777,49.4297,18.0617
101,Azure Blue|Green|Dark Grey|Tan,#0066D9|#06924D|#485259|#A79E82,24.7381,20.3109,18.2193,15.8186,13.2644,47.1173,18.0648
102,Blue|Green|Grey|Olive Green,#003776|#06924D|#8C9099|#948902,27.1624,21.0736,18.2386,15.1047,11.7130,44.5952,18.0892
103,Blue|Dark Olive Drab|Tan|Pink,#003776|#575B54|#A79E82|#F1A1AF,26.4322,20.9253,18.1869,15.2994,12.4875,49.9434,18.1124
104,Blue|Azure Blue|Polymaker Teal|Orange,#003776|#0066D9|#4CC0C7|#F67405,26.7672,20.9820,18.0669,15.2449,12.9432,45.9261,18.1134
105,Blue|Polymaker Teal|Cold White|Orange,#003776|#4CC0C7|#D9DFE5|#F67405,26.8833,21.0368,18.0670,15.1970,12.8650,46.2702,18.1169
106,Blue|Black|Dark Olive Drab|Tan,#003776|#080A0D|#575B54|#A79E82,26.3863,20.9590,18.2516,15.3810,12.5652,49.3849,18.1700
107,Blue|Dark Olive Drab|Olive Green|Tan,#003776|#575B54|#948902|#A79E82,26.3863,20.9590,18.2516,15.3810,12.5652,49.3849,18.1700
108,Blue|Dark Olive Drab|Tan|Lime Green,#003776|#575B54|#A79E82|#D5D701,26.3863,20.9590,18.2516,15.3810,12.5652,49.3849,18.1700
109,Blue|Dark Olive Drab|Tan|Red,#003776|#575B54|#A79E82|#E72F1D,26.3863,20.9590,18.2516,15.3810,12.5652,49.3849,18.1700
110,Blue|Dark Olive Drab|Tan|Magenta,#003776|#575B54|#A79E82|#F24574,26.3863,20.9590,18.2516,15.3810,12.5652,49.3849,18.1700
111,Blue|Dark Olive Drab|Tan|Orange,#003776|#575B54|#A79E82|#F67405,26.3863,20.9590,18.2516,15.3810,12.5652,49.3849,18.1700
112,Blue|Dark Olive Drab|Tan|Yellow,#003776|#575B54|#A79E82|#FFE800,26.3863,20.9590,18.2516,15.3810,12.5652,49.3849,18.1700
113,Blue|Black|Olive Green|Tan,#003776|#080A0D|#948902|#A79E82,26.3470,20.9186,18.2559,15.4357,12.6546,47.5883,18.1771
114,Blue|Black|Tan|Lime Green,#003776|#080A0D|#A79E82|#D5D701,26.3470,20.9186,18.2559,15.4357,12.6546,47.5883,18.1771
115,Blue|Black|Tan|Red,#003776|#080A0D|#A79E82|#E72F1D,26.3470,20.9186,18.2559,15.4357,12.6546,47.5883,18.1771
116,Blue|Black|Tan|Magenta,#003776|#080A0D|#A79E82|#F24574,26.3470,20.9186,18.2559,15.4357,12.6546,47.5883,18.1771
117,Blue|Black|Tan|Orange,#003776|#080A0D|#A79E82|#F67405,26.3470,20.9186,18.2559,15.4357,12.6546,47.5883,18.1771
118,Blue|Black|Tan|Yellow,#003776|#080A0D|#A79E82|#FFE800,26.3470,20.9186,18.2559,15.4357,12.6546,47.5883,18.1771
119,Blue|Olive Green|Tan|Lime Green,#003776|#948902|#A79E82|#D5D701,26.3470,20.9186,18.2559,15.4357,12.6546,47.5883,18.1771
120,Blue|Olive Green|Tan|Red,#003776|#948902|#A79E82|#E72F1D,26.3470,20.9186,18.2559,15.4357,12.6546,47.5883,18.1771
121,Blue|Olive Green|Tan|Magenta,#003776|#948902|#A79E82|#F24574,26.3470,20.9186,18.2559,15.4357,12.6546,47.5883,18.1771
122,Blue|Olive Green|Tan|Orange,#003776|#948902|#A79E82|#F67405,26.3470,20.9186,18.2559,15.4357,12.6546,47.5883,18.1771
123,Blue|Olive Green|Tan|Yellow,#003776|#948902|#A79E82|#FFE800,26.3470,20.9186,18.2559,15.4357,12.6546,47.5883,18.1771
124,Blue|Tan|Lime Green|Red,#003776|#A79E82|#D5D701|#E72F1D,26.3470,20.9186,18.2559,15.4357,12.6546,47.5883,18.1771
125,Blue|Tan|Lime Green|Magenta,#003776|#A79E82|#D5D701|#F24574,26.3470,20.9186,18.2559,15.4357,12.6546,47.5883,18.1771
126,Blue|Tan|Lime Green|Orange,#003776|#A79E82|#D5D701|#F67405,26.3470,20.9186,18.2559,15.4357,12.6546,47.5883,18.1771
127,Blue|Tan|Lime Green|Yellow,#003776|#A79E82|#D5D701|#FFE800,26.3470,20.9186,18.2559,15.4357,12.6546,47.5883,18.1771
128,Blue|Tan|Red|Magenta,#003776|#A79E82|#E72F1D|#F24574,26.3470,20.9186,18.2559,15.4357,12.6546,47.5883,18.1771
129,Blue|Tan|Red|Orange,#003776|#A79E82|#E72F1D|#F67405,26.3470,20.9186,18.2559,15.4357,12.6546,47.5883,18.1771
130,Blue|Tan|Red|Yellow,#003776|#A79E82|#E72F1D|#FFE800,26.3470,20.9186,18.2559,15.4357,12.6546,47.5883,18.1771
131,Blue|Tan|Magenta|Orange,#003776|#A79E82|#F24574|#F67405,26.3470,20.9186,18.2559,15.4357,12.6546,47.5883,18.1771
132,Blue|Tan|Magenta|Yellow,#003776|#A79E82|#F24574|#FFE800,26.3470,20.9186,18.2559,15.4357,12.6546,47.5883,18.1771
133,Blue|Tan|Orange|Yellow,#003776|#A79E82|#F67405|#FFE800,26.3470,20.9186,18.2559,15.4357,12.6546,47.5883,18.1771
134,Blue|Black|Brown|Tan,#003776|#080A0D|#55331A|#A79E82,26.4473,20.9456,18.2474,15.4269,12.6636,48.8727,18.1862
135,Blue|Brown|Olive Green|Tan,#003776|#55331A|#948902|#A79E82,26.4473,20.9456,18.2474,15.4269,12.6636,48.8727,18.1862
136,Blue|Brown|Tan|Lime Green,#003776|#55331A|#A79E82|#D5D701,26.4473,20.9456,18.2474,15.4269,12.6636,48.8727,18.1862
137,Blue|Brown|Tan|Red,#003776|#55331A|#A79E82|#E72F1D,26.4473,20.9456,18.2474,15.4269,12.6636,48.8727,18.1862
138,Blue|Brown|Tan|Magenta,#003776|#55331A|#A79E82|#F24574,26.4473,20.9456,18.2474,15.4269,12.6636,48.8727,18.1862
139,Blue|Brown|Tan|Orange,#003776|#55331A|#A79E82|#F67405,26.4473,20.9456,18.2474,15.4269,12.6636,48.8727,18.1862
140,Blue|Brown|Tan|Yellow,#003776|#55331A|#A79E82|#FFE800,26.4473,20.9456,18.2474,15.4269,12.6636,48.8727,18.1862
141,Blue|Green|Red|White,#003776|#06924D|#E72F1D|#EBF7FF,28.3490,21.5966,18.2047,14.7990,12.0106,55.6604,18.1978
142,Blue|Green|Grey|Tan,#003776|#06924D|#8C9099|#A79E82,26.8235,21.2906,18.4115,15.1068,11.6907,46.3830,18.1987
143,Blue|Polymaker Teal|White|Orange,#003776|#4CC0C7|#EBF7FF|#F67405,26.8967,21.0921,18.1662,15.3334,13.0329,46.1224,18.2128
144,Blue|Polymaker Teal|Red|Orange,#003776|#4CC0C7|#E72F1D|#F67405,26.9131,21.1420,18.1948,15.2971,12.9068,45.5997,18.2196
145,Blue|Dark Olive Drab|Purple|Tan,#003776|#575B54|#6C47B2|#A79E82,26.8324,21.0954,18.3056,15.3649,12.5271,49.5969,18.2302
146,Blue|Polymaker Teal|Purple|Orange,#003776|#4CC0C7|#6C47B2|#F67405,27.1565,21.2089,18.1966,15.2839,12.9173,45.9152,18.2464
147,Azure Blue|Dark Grey|Magenta|Yellow,#0066D9|#485259|#F24574|#FFE800,25.0221,20.3873,18.3022,16.1503,14.1270,47.4373,18.2688
148,Blue|Dark Grey|Tan|Pink,#003776|#485259|#A79E82|#F1A1AF,26.4660,21.1504,18.4169,15.3963,12.4647,46.8984,18.2733
149,Blue|Brown|Dark Olive Drab|Tan,#003776|#55331A|#575B54|#A79E82,26.5752,21.1150,18.3695,15.4381,12.5965,51.9299,18.2765
150,Blue|Green|Tan|White,#003776|#06924D|#A79E82|#EBF7FF,26.6713,21.2497,18.4148,15.3055,12.2084,49.2116,18.2776
151,Azure Blue|Dark Grey|Orange|Yellow,#0066D9|#485259|#F67405|#FFE800,24.9942,20.4193,18.3331,16.1385,14.0364,47.2672,18.2789
152,Blue|Black|Tan|Pink,#003776|#080A0D|#A79E82|#F1A1AF,26.7223,21.0477,18.3145,15.5148,12.7627,48.4507,18.2812
153,Blue|Green|Polymaker Teal|Pink,#003776|#06924D|#4CC0C7|#F1A1AF,29.0503,21.8440,18.2298,14.7236,11.7470,50.4835,18.2838
154,Blue|Polymaker Teal|Magenta|Orange,#003776|#4CC0C7|#F24574|#F67405,27.1337,21.2201,18.2439,15.3829,12.9963,45.9566,18.3015
155,Blue|Dark Grey|Polymaker Teal|Pink,#003776|#485259|#4CC0C7|#F1A1AF,26.0889,20.9389,18.4457,15.6646,12.8313,47.3463,18.3017
156,Azure Blue|Dark Grey|Red|Yellow,#0066D9|#485259|#E72F1D|#FFE800,25.0143,20.4142,18.3497,16.1939,14.0987,47.6072,18.3040
157,Blue|Polymaker Teal|Pink|Orange,#003776|#4CC0C7|#F1A1AF|#F67405,26.9881,21.1845,18.2599,15.4353,13.0677,46.2533,18.3099
158,Blue|Azure Blue|Grey|Tan,#003776|#0066D9|#8C9099|#A79E82,25.9896,21.0447,18.5175,15.5814,12.4455,50.5664,18.3131
159,Blue|Green|Dark Grey|Tan,#003776|#06924D|#485259|#A79E82,26.6195,21.2308,18.4663,15.4106,12.4104,46.6801,18.3207
160,Azure Blue|Dark Grey|Brown|Yellow,#0066D9|#485259|#55331A|#FFE800,25.4248,20.4484,18.3150,16.1973,14.2017,47.6451,18.3228
161,Blue|Olive Green|White|Yellow,#003776|#948902|#EBF7FF|#FFE800,30.8149,22.0053,18.1919,14.7505,12.0530,60.8854,18.3779
162,Blue|Dark Olive Drab|Olive Green|White,#003776|#575B54|#948902|#EBF7FF,27.9664,21.3563,18.4361,15.4056,12.5564,58.7587,18.3810
163,Azure Blue|Black|Dark Grey|Yellow,#0066D9|#080A0D|#485259|#FFE800,26.4454,20.7132,18.3284,16.0705,14.0603,49.3024,18.3919
164,Blue|Polymaker Teal|Dark Olive Drab|White,#003776|#4CC0C7|#575B54|#EBF7FF,25.5052,20.6253,18.4459,16.1657,13.9181,48.0463,18.3955
165,Blue|Black|Dark Grey|Tan,#003776|#080A0D|#485259|#A79E82,26.5793,21.2760,18.5723,15.5529,12.5456,47.5283,18.4145
166,Blue|Dark Grey|Olive Green|Tan,#003776|#485259|#948902|#A79E82,26.5793,21.2760,18.5723,15.5529,12.5456,47.5283,18.4145
167,Blue|Dark Grey|Tan|Lime Green,#003776|#485259|#A79E82|#D5D701,26.5793,21.2760,18.5723,15.5529,12.5456,47.5283,18.4145
168,Blue|Dark Grey|Tan|Red,#003776|#485259|#A79E82|#E72F1D,26.5793,21.2760,18.5723,15.5529,12.5456,47.5283,18.4145
169,Blue|Dark Grey|Tan|Magenta,#003776|#485259|#A79E82|#F24574,26.5793,21.2760,18.5723,15.5529,12.5456,47.5283,18.4145
170,Blue|Dark Grey|Tan|Orange,#003776|#485259|#A79E82|#F67405,26.5793,21.2760,18.5723,15.5529,12.5456,47.5283,18.4145
171,Blue|Dark Grey|Tan|Yellow,#003776|#485259|#A79E82|#FFE800,26.5793,21.2760,18.5723,15.5529,12.5456,47.5283,18.4145
172,Blue|Polymaker Teal|Lime Green|Magenta,#003776|#4CC0C7|#D5D701|#F24574,28.8787,21.8231,18.3836,15.0523,12.4216,55.6503,18.4377
173,Blue|Polymaker Teal|Brown|Pink,#003776|#4CC0C7|#55331A|#F1A1AF,29.8228,21.6211,18.3741,15.2609,12.5769,46.5489,18.4410
174,Blue|Tan|Lime Green|Pink,#003776|#A79E82|#D5D701|#F1A1AF,26.9331,21.2571,18.4944,15.6437,12.8553,51.5535,18.4504
175,Blue|Green|Cold White|Pink,#003776|#06924D|#D9DFE5|#F1A1AF,29.9050,22.4918,18.5049,14.4201,10.8684,56.2482,18.4559
176,Blue|Dark Grey|Purple|Tan,#003776|#485259|#6C47B2|#A79E82,26.9822,21.4206,18.6046,15.5156,12.5371,48.1680,18.4681
