rank,labels,hexes,sigma0,sigma2,sigma4,sigma8,sigma16,p99_sigma2,rank_key
1272,Dark Grey|Dark Olive Drab|Grey|Pink,#485259|#575B54|#8C9099|#F1A1AF,27.5967,25.3026,23.8232,21.6624,18.7892,44.7985,23.4825
1273,Dark Grey|Polymaker Teal|Purple|Magenta,#485259|#4CC0C7|#6C47B2|#F24574,31.6459,26.4930,23.7072,20.4894,17.0207,62.8683,23.4912
1274,Black|Dark Grey|Polymaker Teal|White,#080A0D|#485259|#4CC0C7|#EBF7FF,28.6648,25.2066,23.6510,21.7793,19.5699,56.4170,23.4930
1275,Green|Purple|Olive Green|White,#06924D|#6C47B2|#948902|#EBF7FF,50.2351,29.3355,22.4450,17.6547,14.4707,67.0679,23.4951
1276,Blue|Dark Olive Drab|Cold White|Magenta,#003776|#575B54|#D9DFE5|#F24574,28.6158,25.4235,23.7271,21.5759,18.9757,50.8856,23.4997
1277,Black|Grey|Tan|Yellow,#080A0D|#8C9099|#A79E82|#FFE800,32.4020,26.0881,23.5626,20.9146,17.9770,46.8601,23.5013
1278,Blue|Green|Purple|Magenta,#003776|#06924D|#6C47B2|#F24574,45.7260,28.3337,22.7190,18.6698,15.7508,58.8452,23.5018
1279,Blue|Dark Olive Drab|Cold White|Red,#003776|#575B54|#D9DFE5|#E72F1D,29.4412,25.6227,23.6875,21.3844,18.6956,57.9036,23.5036
1280,Dark Grey|Polymaker Teal|Lime Green|Magenta,#485259|#4CC0C7|#D5D701|#F24574,28.9190,25.7113,23.8087,21.3017,18.2304,57.3271,23.5065
1281,Dark Grey|Polymaker Teal|Grey|Red,#485259|#4CC0C7|#8C9099|#E72F1D,28.0859,25.4808,23.8516,21.5389,18.5782,51.8225,23.5099
1282,Black|Polymaker Teal|Brown|Grey,#080A0D|#4CC0C7|#55331A|#8C9099,32.1180,25.9848,23.5991,21.0445,18.1011,46.4729,23.5146
1283,Black|Brown|Grey|Pink,#080A0D|#55331A|#8C9099|#F1A1AF,31.9741,25.9569,23.5966,21.0822,18.2230,45.1503,23.5195
1284,Azure Blue|Dark Grey|Brown|Pink,#0066D9|#485259|#55331A|#F1A1AF,27.0858,24.8422,23.6868,22.1979,20.3577,44.3062,23.5201
1285,Blue|Dark Grey|Purple|Grey,#003776|#485259|#6C47B2|#8C9099,28.2991,25.5046,23.8549,21.5394,18.5227,71.4395,23.5220
1286,Azure Blue|Black|Grey|Orange,#0066D9|#080A0D|#8C9099|#F67405,32.5093,26.1116,23.6109,20.9447,17.8887,53.7618,23.5282
1287,Blue|Brown|White|Yellow,#003776|#55331A|#EBF7FF|#FFE800,29.6555,25.4079,23.4986,21.6508,20.0416,62.2977,23.5293
1288,Black|Grey|Cold White|Yellow,#080A0D|#8C9099|#D9DFE5|#FFE800,35.8269,26.8566,23.3005,20.2031,17.3965,49.5278,23.5299
1289,Azure Blue|Black|Dark Grey|Pink,#0066D9|#080A0D|#485259|#F1A1AF,27.1014,24.8571,23.6995,22.2039,20.3533,44.3405,23.5305
1290,Azure Blue|Dark Grey|Purple|Pink,#0066D9|#485259|#6C47B2|#F1A1AF,27.1014,24.8571,23.6995,22.2039,20.3533,44.3405,23.5305
1291,Azure Blue|Dark Grey|Red|Pink,#0066D9|#485259|#E72F1D|#F1A1AF,27.1014,24.8571,23.6995,22.2039,20.3533,44.3405,23.5305
1292,Azure Blue|Dark Grey|Pink|Magenta,#0066D9|#485259|#F1A1AF|#F24574,27.1014,24.8571,23.6995,22.2039,20.3533,44.3405,23.5305
1293,Azure Blue|Dark Grey|Pink|Orange,#0066D9|#485259|#F1A1AF|#F67405,27.1014,24.8571,23.6995,22.2039,20.3533,44.3405,23.5305
1294,Dark Grey|Purple|Lime Green|Pink,#485259|#6C47B2|#D5D701|#F1A1AF,26.8379,24.8804,23.7316,22.1826,20.2505,42.9902,23.5315
1295,Black|Brown|Grey|Magenta,#080A0D|#55331A|#8C9099|#F24574,31.9223,25.9188,23.6078,21.1510,18.2915,45.6757,23.5349
1296,Dark Grey|Polymaker Teal|Brown|Red,#485259|#4CC0C7|#55331A|#E72F1D,28.8193,25.5687,23.7913,21.5036,18.7464,52.6460,23.5362
1297,Azure Blue|Black|Grey|Red,#0066D9|#080A0D|#8C9099|#E72F1D,32.4126,26.0762,23.6229,20.9993,17.9582,48.7901,23.5377
1298,Blue|Azure Blue|Dark Grey|Pink,#003776|#0066D9|#485259|#F1A1AF,27.1308,24.8840,23.7057,22.1921,20.3396,44.3967,23.5381
1299,Green|Dark Olive Drab|Purple|Magenta,#06924D|#575B54|#6C47B2|#F24574,45.6707,28.4815,22.7785,18.6012,15.6523,58.3058,23.5413
1300,Black|Brown|Grey|Red,#080A0D|#55331A|#8C9099|#E72F1D,32.1482,25.9906,23.6255,21.0927,18.1462,45.5704,23.5417
1301,Black|Grey|Red|Pink,#080A0D|#8C9099|#E72F1D|#F1A1AF,32.3551,26.0439,23.6245,21.0419,18.0655,46.4788,23.5429
1302,Azure Blue|Polymaker Teal|Tan|Red,#0066D9|#4CC0C7|#A79E82|#E72F1D,28.9600,25.4953,23.7591,21.5985,19.0337,45.8923,23.5469
1303,Dark Olive Drab|Purple|Tan|White,#575B54|#6C47B2|#A79E82|#EBF7FF,30.3146,25.9568,23.7202,21.1373,18.2223,59.0117,23.5470
1304,Black|Grey|Pink|Magenta,#080A0D|#8C9099|#F1A1AF|#F24574,32.5565,26.0631,23.6103,21.0439,18.1653,45.7193,23.5535
1305,Green|Black|Grey|Orange,#06924D|#080A0D|#8C9099|#F67405,32.3391,26.0960,23.6470,21.0158,17.9918,46.3526,23.5559
1306,Azure Blue|Dark Olive Drab|Cold White|Pink,#0066D9|#575B54|#D9DFE5|#F1A1AF,28.6986,25.6159,23.8329,21.4976,18.7377,54.3711,23.5567
1307,Polymaker Teal|Purple|Olive Green|Orange,#4CC0C7|#6C47B2|#948902|#F67405,51.7866,29.4547,22.4835,17.6590,14.3155,72.8050,23.5568
1308,Green|Purple|Grey|Pink,#06924D|#6C47B2|#8C9099|#F1A1AF,45.4425,28.5646,22.8138,18.5544,15.2572,64.5090,23.5595
1309,Green|Purple|White|Orange,#06924D|#6C47B2|#EBF7FF|#F67405,46.0642,28.5823,22.7295,18.5582,15.8144,62.1783,23.5702
1310,Blue|Dark Grey|Brown|Grey,#003776|#485259|#55331A|#8C9099,28.7957,25.5323,23.8478,21.6137,18.7664,67.2063,23.5730
1311,Polymaker Teal|Purple|Olive Green|Cold White,#4CC0C7|#6C47B2|#948902|#D9DFE5,52.2645,29.4410,22.4340,17.7109,14.5110,72.7929,23.5759
1312,Blue|Brown|Lime Green|White,#003776|#55331A|#D5D701|#EBF7FF,31.4871,26.1544,23.6630,21.0050,18.2626,72.0290,23.5797
1313,Blue|Green|Dark Grey|Orange,#003776|#06924D|#485259|#F67405,32.4693,26.3424,23.4879,20.8251,18.8987,63.9224,23.5837
1314,Azure Blue|Polymaker Teal|Tan|Orange,#0066D9|#4CC0C7|#A79E82|#F67405,28.9588,25.5133,23.7976,21.6569,19.1113,45.3582,23.5851
1315,Dark Grey|Polymaker Teal|Dark Olive Drab|Pink,#485259|#4CC0C7|#575B54|#F1A1AF,28.2417,25.6059,23.9494,21.5695,18.4475,49.5252,23.5877
1316,Polymaker Teal|Dark Olive Drab|Purple|Yellow,#4CC0C7|#575B54|#6C47B2|#FFE800,35.8898,26.7841,23.3039,20.3936,18.0555,75.0043,23.5888
1317,Azure Blue|Brown|Grey|Orange,#0066D9|#55331A|#8C9099|#F67405,30.8586,25.8802,23.7931,21.3133,18.3222,47.3276,23.5968
1318,Green|Black|Grey|Magenta,#06924D|#080A0D|#8C9099|#F24574,32.6225,26.2261,23.6646,20.9706,17.9486,47.3859,23.5983
1319,Dark Grey|Brown|Purple|White,#485259|#55331A|#6C47B2|#EBF7FF,27.8151,25.1805,23.7974,22.0226,19.8163,66.7318,23.6015
1320,Black|Dark Grey|Lime Green|Pink,#080A0D|#485259|#D5D701|#F1A1AF,26.6490,24.8601,23.8136,22.3446,20.4456,41.9202,23.6024
1321,Dark Grey|Olive Green|Lime Green|Pink,#485259|#948902|#D5D701|#F1A1AF,26.6490,24.8601,23.8136,22.3446,20.4456,41.9202,23.6024
1322,Dark Grey|Lime Green|Red|Pink,#485259|#D5D701|#E72F1D|#F1A1AF,26.6490,24.8601,23.8136,22.3446,20.4456,41.9202,23.6024
1323,Dark Grey|Lime Green|Pink|Magenta,#485259|#D5D701|#F1A1AF|#F24574,26.6490,24.8601,23.8136,22.3446,20.4456,41.9202,23.6024
1324,Dark Grey|Lime Green|Pink|Orange,#485259|#D5D701|#F1A1AF|#F67405,26.6490,24.8601,23.8136,22.3446,20.4456,41.9202,23.6024
1325,Dark Grey|Lime Green|Pink|Yellow,#485259|#D5D701|#F1A1AF|#FFE800,26.6490,24.8601,23.8136,22.3446,20.4456,41.9202,23.6024
1326,Black|Grey|Red|Magenta,#080A0D|#8C9099|#E72F1D|#F24574,32.3450,26.1311,23.7090,21.0848,18.0590,46.2961,23.6080
1327,Brown|Purple|Grey|Orange,#55331A|#6C47B2|#8C9099|#F67405,31.9214,26.1059,23.7105,21.1101,18.1495,46.8350,23.6080
1328,Blue|Black|Grey|Magenta,#003776|#080A0D|#8C9099|#F24574,32.5381,26.1527,23.6788,21.0823,18.0918,53.5389,23.6175
1329,Green|Black|Brown|Grey,#06924D|#080A0D|#55331A|#8C9099,32.3384,26.1170,23.7023,21.1189,18.1649,46.1154,23.6179
1330,Blue|Lime Green|Cold White|Yellow,#003776|#D5D701|#D9DFE5|#FFE800,33.2898,27.1574,23.7426,20.0898,16.7683,71.6916,23.6236
1331,Blue|Dark Grey|Dark Olive Drab|Grey,#003776|#485259|#575B54|#8C9099,28.6239,25.5696,23.9141,21.6818,18.8047,62.9088,23.6257
1332,Blue|Grey|Olive Green|Yellow,#003776|#8C9099|#948902|#FFE800,33.3170,26.7498,23.7849,20.5110,16.9468,82.9512,23.6304
1333,Azure Blue|Polymaker Teal|Brown|Magenta,#0066D9|#4CC0C7|#55331A|#F24574,35.5578,26.7820,23.4593,20.4805,17.7271,48.8636,23.6312
1334,Green|Dark Olive Drab|Cold White|Red,#06924D|#575B54|#D9DFE5|#E72F1D,27.8291,25.3191,23.8746,21.9446,19.5074,40.3558,23.6319
1335,Black|Brown|Grey|Lime Green,#080A0D|#55331A|#8C9099|#D5D701,32.2727,26.1463,23.7089,21.1176,18.1916,46.0764,23.6320
1336,Dark Olive Drab|Purple|Olive Green|White,#575B54|#6C47B2|#948902|#EBF7FF,32.4437,26.5324,23.7247,20.7408,17.7005,62.6327,23.6366
1337,Dark Olive Drab|Olive Green|Cold White|Red,#575B54|#948902|#D9DFE5|#E72F1D,27.8142,25.3210,23.8805,21.9530,19.5198,40.3761,23.6370
1338,Dark Olive Drab|Lime Green|Cold White|Red,#575B54|#D5D701|#D9DFE5|#E72F1D,27.8142,25.3210,23.8805,21.9530,19.5198,40.3761,23.6370
1339,Dark Olive Drab|Cold White|Red|Orange,#575B54|#D9DFE5|#E72F1D|#F67405,27.8142,25.3210,23.8805,21.9530,19.5198,40.3761,23.6370
1340,Dark Olive Drab|Cold White|Red|Yellow,#575B54|#D9DFE5|#E72F1D|#FFE800,27.8142,25.3210,23.8805,21.9530,19.5198,40.3761,23.6370
1341,Blue|Azure Blue|Lime Green|Yellow,#003776|#0066D9|#D5D701|#FFE800,32.2710,26.4431,23.6626,20.8436,18.3957,66.0460,23.6434
1342,Black|Dark Olive Drab|Grey|Olive Green,#080A0D|#575B54|#8C9099|#948902,30.6603,25.8605,23.8413,21.4402,18.4957,45.0539,23.6504
1343,Polymaker Teal|Purple|Olive Green|Red,#4CC0C7|#6C47B2|#948902|#E72F1D,51.8738,29.5175,22.5891,17.7842,14.4780,72.3465,23.6509
1344,Brown|Dark Olive Drab|Cold White|Red,#55331A|#575B54|#D9DFE5|#E72F1D,27.8404,25.3382,23.8953,21.9668,19.5254,40.5203,23.6525
1345,Dark Grey|Brown|Lime Green|Pink,#485259|#55331A|#D5D701|#F1A1AF,26.7031,24.9094,23.8645,22.3984,20.4964,41.9797,23.6539
1346,Dark Olive Drab|Tan|Cold White|Red,#575B54|#A79E82|#D9DFE5|#E72F1D,27.8485,25.3381,23.8982,21.9732,19.5305,40.4331,23.6557
1347,Black|Grey|Lime Green|Yellow,#080A0D|#8C9099|#D5D701|#FFE800,32.5185,26.1975,23.7155,21.1153,18.2171,46.0378,23.6564
1348,Green|Dark Grey|Purple|Tan,#06924D|#485259|#6C47B2|#A79E82,40.9935,28.3454,23.3890,18.9685,15.3990,69.3625,23.6570
1349,Azure Blue|Purple|Tan|White,#0066D9|#6C47B2|#A79E82|#EBF7FF,30.1885,25.8179,23.8409,21.5059,18.8154,45.3159,23.6619
1350,Polymaker Teal|Purple|Olive Green|Tan,#4CC0C7|#6C47B2|#948902|#A79E82,51.9779,29.5022,22.5836,17.8268,14.5326,72.7200,23.6645
1351,Azure Blue|Tan|Lime Green|Cold White,#0066D9|#A79E82|#D5D701|#D9DFE5,29.0500,25.5988,23.8783,21.7325,19.2028,45.3541,23.6657
1352,Blue|Black|Olive Green|White,#003776|#080A0D|#948902|#EBF7FF,35.2633,27.1216,23.5654,20.2104,17.4847,67.6488,23.6660
1353,Azure Blue|Black|Dark Grey|Polymaker Teal,#0066D9|#080A0D|#485259|#4CC0C7,27.6880,25.0763,23.7904,22.2614,20.5418,56.3362,23.6689
1354,Dark Grey|Dark Olive Drab|Lime Green|Pink,#485259|#575B54|#D5D701|#F1A1AF,26.7182,24.9342,23.8846,22.4090,20.5081,42.0811,23.6716
1355,Azure Blue|Tan|Lime Green|Orange,#0066D9|#A79E82|#D5D701|#F67405,29.0831,25.6270,23.8973,21.7216,19.1227,45.3520,23.6743
1356,Black|Purple|Grey|Pink,#080A0D|#6C47B2|#8C9099|#F1A1AF,32.7561,26.1824,23.7117,21.1715,18.3184,45.5036,23.6770
1357,Dark Grey|Polymaker Teal|Magenta|Yellow,#485259|#4CC0C7|#F24574|#FFE800,28.9152,25.8435,24.0007,21.5114,18.4605,57.0980,23.6775
1358,Azure Blue|Tan|Lime Green|Red,#0066D9|#A79E82|#D5D701|#E72F1D,29.1223,25.6350,23.9007,21.7230,19.1323,45.3453,23.6790
1359,Black|Brown|Purple|Grey,#080A0D|#55331A|#6C47B2|#8C9099,32.0086,26.0829,23.7704,21.2770,18.3775,46.7013,23.6799
1360,Black|Purple|Grey|Red,#080A0D|#6C47B2|#8C9099|#E72F1D,32.4811,26.2427,23.7922,21.1346,18.0635,48.5159,23.6887
1361,Dark Olive Drab|Tan|Cold White|Pink,#575B54|#A79E82|#D9DFE5|#F1A1AF,27.7611,25.3534,23.9398,22.0260,19.5978,39.7466,23.6897
1362,Dark Olive Drab|Olive Green|Cold White|Pink,#575B54|#948902|#D9DFE5|#F1A1AF,27.7625,25.3449,23.9390,22.0347,19.6072,39.8487,23.6898
1363,Dark Olive Drab|Lime Green|Cold White|Pink,#575B54|#D5D701|#D9DFE5|#F1A1AF,27.7625,25.3449,23.9390,22.0347,19.6072,39.8487,23.6898
1364,Dark Olive Drab|Cold White|Red|Pink,#575B54|#D9DFE5|#E72F1D|#F1A1AF,27.7625,25.3449,23.9390,22.0347,19.6072,39.8487,23.6898
1365,Dark Olive Drab|Cold White|Pink|Orange,#575B54|#D9DFE5|#F1A1AF|#F67405,27.7625,25.3449,23.9390,22.0347,19.6072,39.8487,23.6898
1366,Dark Olive Drab|Cold White|Pink|Yellow,#575B54|#D9DFE5|#F1A1AF|#FFE800,27.7625,25.3449,23.9390,22.0347,19.6072,39.8487,23.6898
1367,Blue|Black|Dark Grey|Grey,#003776|#080A0D|#485259|#8C9099,29.5308,25.7334,23.9462,21.6469,18.7597,68.2287,23.6901
1368,Green|Dark Grey|Polymaker Teal|Magenta,#06924D|#485259|#4CC0C7|#F24574,29.8514,26.0601,23.9615,21.3298,18.3430,56.7025,23.6949
1369,Blue|Azure Blue|Dark Grey|Polymaker Teal,#003776|#0066D9|#485259|#4CC0C7,27.6984,25.1146,23.8229,22.2776,20.5425,56.3080,23.6961
1370,Dark Olive Drab|Olive Green|Cold White|Magenta,#575B54|#948902|#D9DFE5|#F24574,27.8758,25.3718,23.9376,22.0282,19.5936,40.3800,23.7000
1371,Dark Olive Drab|Lime Green|Cold White|Magenta,#575B54|#D5D701|#D9DFE5|#F24574,27.8758,25.3718,23.9376,22.0282,19.5936,40.3800,23.7000
1372,Dark Olive Drab|Cold White|Red|Magenta,#575B54|#D9DFE5|#E72F1D|#F24574,27.8758,25.3718,23.9376,22.0282,19.5936,40.3800,23.7000
1373,Dark Olive Drab|Cold White|Magenta|Orange,#575B54|#D9DFE5|#F24574|#F67405,27.8758,25.3718,23.9376,22.0282,19.5936,40.3800,23.7000
1374,Dark Olive Drab|Cold White|Magenta|Yellow,#575B54|#D9DFE5|#F24574|#FFE800,27.8758,25.3718,23.9376,22.0282,19.5936,40.3800,23.7000
1375,Green|Dark Olive Drab|Cold White|Magenta,#06924D|#575B54|#D9DFE5|#F24574,27.9292,25.3836,23.9396,22.0201,19.5766,40.2505,23.7018
1376,Black|Grey|Lime Green|Red,#080A0D|#8C9099|#D5D701|#E72F1D,32.6024,26.2456,23.7609,21.1587,18.2525,46.6867,23.7022
1377,Dark Olive Drab|Cold White|Pink|Magenta,#575B54|#D9DFE5|#F1A1AF|#F24574,27.8868,25.3846,23.9468,22.0274,19.5824,40.1854,23.7060
1378,Green|Dark Olive Drab|Cold White|Pink,#06924D|#575B54|#D9DFE5|#F1A1AF,27.8105,25.3732,23.9534,22.0475,19.6226,39.7852,23.7104
1379,Black|Grey|Lime Green|Magenta,#080A0D|#8C9099|#D5D701|#F24574,32.6198,26.2800,23.7760,21.1431,18.2273,47.0947,23.7116
1380,Brown|Dark Olive Drab|Cold White|Pink,#55331A|#575B54|#D9DFE5|#F1A1AF,27.7915,25.3694,23.9587,22.0575,19.6356,39.8096,23.7134
1381,Dark Olive Drab|Tan|Cold White|Magenta,#575B54|#A79E82|#D9DFE5|#F24574,27.8723,25.3888,23.9629,22.0495,19.6015,40.1962,23.7192
1382,Brown|Dark Olive Drab|Cold White|Magenta,#55331A|#575B54|#D9DFE5|#F24574,27.9035,25.4012,23.9620,22.0424,19.5933,40.1915,23.7218
1383,Black|Brown|Grey|Yellow,#080A0D|#55331A|#8C9099|#FFE800,32.4915,26.2717,23.7811,21.1747,18.2806,47.0286,23.7232
1384,Azure Blue|Polymaker Teal|Tan|Lime Green,#0066D9|#4CC0C7|#A79E82|#D5D701,29.1059,25.6816,23.9665,21.8001,19.2195,45.4809,23.7408
1385,Azure Blue|Brown|Grey|Cold White,#0066D9|#55331A|#8C9099|#D9DFE5,32.1191,26.0996,23.7977,21.4028,18.7198,50.1302,23.7512
1386,Azure Blue|Tan|Lime Green|Yellow,#0066D9|#A79E82|#D5D701|#FFE800,29.1555,25.7012,23.9751,21.8098,19.2198,45.2638,23.7555
1387,Brown|Purple|Grey|Magenta,#55331A|#6C47B2|#8C9099|#F24574,31.9966,26.1814,23.8600,21.3353,18.4180,47.9277,23.7584
1388,Azure Blue|Black|Grey|Pink,#0066D9|#080A0D|#8C9099|#F1A1AF,32.9057,26.2805,23.7987,21.2376,18.3788,46.4448,23.7591
1389,Polymaker Teal|Purple|Olive Green|Yellow,#4CC0C7|#6C47B2|#948902|#FFE800,52.0340,29.5867,22.6939,17.9362,14.6201,72.9918,23.7615
1390,Dark Grey|Polymaker Teal|White|Magenta,#485259|#4CC0C7|#EBF7FF|#F24574,28.8593,25.9474,24.1312,21.6055,18.5431,56.0154,23.7764
1391,Blue|Green|Lime Green|White,#003776|#06924D|#D5D701|#EBF7FF,32.0047,26.6502,23.8996,20.9033,18.2286,63.0664,23.7768
1392,Azure Blue|Purple|Tan|Yellow,#0066D9|#6C47B2|#A79E82|#FFE800,30.1113,25.9209,23.9683,21.6397,18.9514,46.3129,23.7803
1393,Polymaker Teal|Purple|Olive Green|Lime Green,#4CC0C7|#6C47B2|#948902|#D5D701,52.1864,29.6652,22.7071,17.8957,14.5947,73.4718,23.7804
1394,Brown|Purple|Grey|Pink,#55331A|#6C47B2|#8C9099|#F1A1AF,32.1556,26.2540,23.8740,21.3239,18.4369,49.2088,23.7890
1395,Azure Blue|Dark Grey|Cold White|Yellow,#0066D9|#485259|#D9DFE5|#FFE800,29.2238,25.8173,24.0176,21.7710,19.0879,89.9046,23.7941
1396,Green|Purple|Tan|Orange,#06924D|#6C47B2|#A79E82|#F67405,45.3801,28.8255,23.1465,18.7732,15.5622,67.1071,23.7993
1397,Azure Blue|Tan|Lime Green|White,#0066D9|#A79E82|#D5D701|#EBF7FF,29.1518,25.7269,24.0215,21.8800,19.3280,45.8047,23.8035
1398,Azure Blue|Brown|Cold White|Orange,#0066D9|#55331A|#D9DFE5|#F67405,35.6649,26.8803,23.6185,20.7369,18.0291,51.2588,23.8086
1399,Blue|Olive Green|Cold White|Yellow,#003776|#948902|#D9DFE5|#FFE800,36.8750,28.0834,23.8344,19.5356,15.6666,84.7662,23.8095
1400,Green|Dark Grey|Purple|Magenta,#06924D|#485259|#6C47B2|#F24574,46.1997,28.9142,23.0754,18.7060,15.5986,58.5965,23.8101
1401,Azure Blue|Brown|Cold White|Red,#0066D9|#55331A|#D9DFE5|#E72F1D,35.5576,26.8721,23.5999,20.7549,18.1351,50.3189,23.8135
1402,Azure Blue|Dark Grey|Polymaker Teal|Dark Olive Drab,#0066D9|#485259|#4CC0C7|#575B54,28.5237,25.3264,23.9178,22.3067,20.4326,51.4978,23.8165
1403,Black|Grey|Lime Green|Orange,#080A0D|#8C9099|#D5D701|#F67405,32.6484,26.3602,23.8974,21.2928,18.3551,47.2566,23.8265
1404,Blue|Olive Green|Red|Orange,#003776|#948902|#E72F1D|#F67405,37.2495,27.5509,23.3122,20.1076,18.3377,76.3556,23.8292
1405,Brown|Purple|Grey|White,#55331A|#6C47B2|#8C9099|#EBF7FF,32.9935,26.4274,23.8322,21.2320,18.4349,50.4253,23.8297
1406,Brown|Purple|Grey|Red,#55331A|#6C47B2|#8C9099|#E72F1D,32.0214,26.2871,23.9446,21.3761,18.4445,47.6071,23.8316
1407,Azure Blue|Purple|Tan|Cold White,#0066D9|#6C47B2|#A79E82|#D9DFE5,30.2428,25.9656,24.0123,21.7047,19.0200,45.8970,23.8351
1408,Azure Blue|Brown|Purple|Grey,#0066D9|#55331A|#6C47B2|#8C9099,30.9491,26.0361,24.0009,21.6352,18.7756,48.0408,23.8357
1409,Azure Blue|Brown|Grey|Magenta,#0066D9|#55331A|#8C9099|#F24574,30.9491,26.0361,24.0009,21.6352,18.7756,48.0408,23.8357
1410,Azure Blue|Polymaker Teal|Tan|Magenta,#0066D9|#4CC0C7|#A79E82|#F24574,29.1309,25.7484,24.0539,21.9239,19.3796,45.4064,23.8361
1411,Black|Dark Olive Drab|Cold White|Magenta,#080A0D|#575B54|#D9DFE5|#F24574,33.9053,26.5774,23.7472,21.0990,18.4057,47.7533,23.8382
1412,Azure Blue|Tan|Lime Green|Magenta,#0066D9|#A79E82|#D5D701|#F24574,29.2342,25.7889,24.0627,21.8925,19.2757,45.5784,23.8407
1413,Azure Blue|Brown|Grey|Pink,#0066D9|#55331A|#8C9099|#F1A1AF,30.8488,26.0086,24.0280,21.6791,18.8095,48.1354,23.8438
1414,Azure Blue|Purple|Tan|Pink,#0066D9|#6C47B2|#A79E82|#F1A1AF,30.1489,25.9856,24.0364,21.7113,19.0309,45.9720,23.8485
1415,Azure Blue|Dark Olive Drab|Cold White|Red,#0066D9|#575B54|#D9DFE5|#E72F1D,28.9560,25.8644,24.1343,21.8346,18.9561,56.1178,23.8495
1416,Azure Blue|Tan|Cold White|Orange,#0066D9|#A79E82|#D9DFE5|#F67405,29.1713,25.7688,24.0633,21.9325,19.3954,45.5408,23.8506
1417,Blue|Olive Green|Tan|Cold White,#003776|#948902|#A79E82|#D9DFE5,36.8320,28.0704,23.8720,19.6377,15.9062,85.7923,23.8541
1418,Azure Blue|Tan|Cold White|Yellow,#0066D9|#A79E82|#D9DFE5|#FFE800,29.1628,25.7646,24.0652,21.9457,19.4200,45.4379,23.8552
1419,Azure Blue|Dark Olive Drab|Cold White|Magenta,#0066D9|#575B54|#D9DFE5|#F24574,28.5077,25.7282,24.1367,21.9914,19.3226,48.5215,23.8598
1420,Black|Dark Olive Drab|Grey|Tan,#080A0D|#575B54|#8C9099|#A79E82,29.9774,25.9517,24.1158,21.7740,18.8374,44.2798,23.8628
1421,Azure Blue|Black|Grey|Magenta,#0066D9|#080A0D|#8C9099|#F24574,32.8546,26.4115,23.9296,21.3145,18.3189,53.7059,23.8630
1422,Green|Purple|Magenta|Yellow,#06924D|#6C47B2|#F24574|#FFE800,47.0047,28.9961,23.0879,18.7329,15.7683,68.2074,23.8645
1423,Azure Blue|Polymaker Teal|Tan|White,#0066D9|#4CC0C7|#A79E82|#EBF7FF,29.1751,25.7877,24.0752,21.9438,19.4025,45.7552,23.8657
1424,Green|Polymaker Teal|Dark Olive Drab|Cold White,#06924D|#4CC0C7|#575B54|#D9DFE5,28.0098,25.5482,24.1082,22.1841,19.7290,41.1519,23.8662
1425,Green|Dark Olive Drab|Olive Green|Cold White,#06924D|#575B54|#948902|#D9DFE5,28.0098,25.5482,24.1082,22.1841,19.7290,41.1519,23.8662
1426,Green|Dark Olive Drab|Lime Green|Cold White,#06924D|#575B54|#D5D701|#D9DFE5,28.0098,25.5482,24.1082,22.1841,19.7290,41.1519,23.8662
1427,Green|Dark Olive Drab|Cold White|Yellow,#06924D|#575B54|#D9DFE5|#FFE800,28.0098,25.5482,24.1082,22.1841,19.7290,41.1519,23.8662
1428,Polymaker Teal|Dark Olive Drab|Olive Green|Cold White,#4CC0C7|#575B54|#948902|#D9DFE5,28.0098,25.5482,24.1082,22.1841,19.7290,41.1519,23.8662
1429,Polymaker Teal|Dark Olive Drab|Lime Green|Cold White,#4CC0C7|#575B54|#D5D701|#D9DFE5,28.0098,25.5482,24.1082,22.1841,19.7290,41.1519,23.8662
1430,Polymaker Teal|Dark Olive Drab|Cold White|Yellow,#4CC0C7|#575B54|#D9DFE5|#FFE800,28.0098,25.5482,24.1082,22.1841,19.7290,41.1519,23.8662
1431,Dark Olive Drab|Olive Green|Lime Green|Cold White,#575B54|#948902|#D5D701|#D9DFE5,28.0098,25.5482,24.1082,22.1841,19.7290,41.1519,23.8662
1432,Dark Olive Drab|Olive Green|Cold White|Yellow,#575B54|#948902|#D9DFE5|#FFE800,28.0098,25.5482,24.1082,22.1841,19.7290,41.1519,23.8662
1433,Dark Olive Drab|Lime Green|Cold White|Yellow,#575B54|#D5D701|#D9DFE5|#FFE800,28.0098,25.5482,24.1082,22.1841,19.7290,41.1519,23.8662
1434,Dark Grey|Dark Olive Drab|Grey|Magenta,#485259|#575B54|#8C9099|#F24574,28.0241,25.7124,24.2206,22.0217,19.0569,51.5748,23.8670
1435,Azure Blue|Tan|Red|White,#0066D9|#A79E82|#E72F1D|#EBF7FF,29.1609,25.7751,24.0866,21.9605,19.4045,45.6322,23.8678
1436,Blue|Azure Blue|Polymaker Teal|Dark Olive Drab,#003776|#0066D9|#4CC0C7|#575B54,28.5200,25.3459,23.9756,22.3903,20.5334,51.4763,23.8681
1437,Dark Grey|Polymaker Teal|Magenta|Orange,#485259|#4CC0C7|#F24574|#F67405,28.9877,26.0149,24.2039,21.7275,18.7043,55.5736,23.8712
1438,Green|Dark Olive Drab|Tan|Cold White,#06924D|#575B54|#A79E82|#D9DFE5,28.0078,25.5502,24.1167,22.1930,19.7506,41.1480,23.8716
